room_type,availability_365,host_is_superhost,cleaning_fee,cost_per_one_night,property_type,accommodates,cancellation_policy,host_identity_verified,bedrooms,number_of_reviews,city,beds,security_deposit,zipcode,minimum_nights,bathroom_per_person,latitude,longitude,bedroom_per_person,price
1.0,0.0,0.0,50.0,150,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,134.0,2026.0,1.0,0.5,-33.89306746,151.2627839,0.5,150.0
0.0,303.0,1.0,75.0,47,0.0,2.0,1.0,1.0,0.0,52.0,0.0,1.0,200.0,2026.0,3.0,0.5,-33.88792506,151.2739584,0.0,142.0
0.0,0.0,0.0,0.0,50,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2026.0,5.0,0.5,-33.88837038,151.2716421,0.5,250.0
0.0,0.0,0.0,60.0,157,15.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,160.0,2026.0,1.0,0.5,-33.8861673,151.2691247,0.5,157.0
0.0,12.0,0.0,100.0,59,0.0,4.0,2.0,1.0,2.0,2.0,0.0,3.0,1000.0,2026.0,5.0,0.25,-33.89133006,151.2607607,0.5,299.0
0.0,227.0,1.0,120.0,28,12.0,4.0,1.0,1.0,2.0,24.0,0.0,3.0,0.0,2022.0,5.0,0.25,-33.89130811,151.2545407,0.5,144.0
0.0,346.0,1.0,80.0,40,0.0,2.0,1.0,1.0,1.0,53.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.89282717,151.2833905,0.5,120.0
1.0,0.0,0.0,0.0,15,0.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.88893735,151.2719472,0.5,46.0
1.0,0.0,0.0,0.0,60,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.88868044,151.2785269,0.5,60.0
0.0,0.0,0.0,40.0,97,0.0,4.0,1.0,1.0,2.0,7.0,0.0,2.0,0.0,2026.0,2.0,0.5,-33.88866258,151.2688315,0.5,195.0
0.0,0.0,0.0,70.0,150,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2000.0,2026.0,2.0,0.5,-33.89242658,151.2610729,0.5,300.0
0.0,0.0,0.0,50.0,60,20.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2026.0,5.0,0.25,-33.88954763,151.2708751,0.0,300.0
0.0,142.0,0.0,60.0,57,0.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,200.0,2022.0,2.0,0.3333333333333333,-33.89003936,151.2433734,0.3333333333333333,115.0
0.0,0.0,0.0,150.0,70,15.0,9.0,2.0,1.0,4.0,4.0,0.0,5.0,3000.0,2022.0,5.0,0.2222222222222222,-33.89344567,151.2553491,0.4444444444444444,350.0
0.0,0.0,0.0,100.0,90,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,2.0,0.5,-33.89201314,151.2731582,0.5,180.0
0.0,158.0,1.0,75.0,48,0.0,2.0,1.0,0.0,1.0,92.0,0.0,1.0,150.0,2026.0,3.0,0.5,-33.89012652,151.2796254,0.5,144.0
0.0,0.0,0.0,200.0,189,0.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2026.0,1.0,0.25,-33.89643156,151.2678536,0.5,189.0
0.0,364.0,0.0,80.0,174,0.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,400.0,2026.0,2.0,0.25,-33.89236875,151.2845113,0.5,349.0
1.0,39.0,1.0,0.0,100,0.0,2.0,2.0,1.0,1.0,51.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.89638453,151.2713082,0.5,100.0
1.0,0.0,0.0,0.0,16,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.88233412,151.2835436,0.0,50.0
1.0,9.0,0.0,0.0,130,15.0,3.0,2.0,1.0,1.0,20.0,0.0,2.0,0.0,2022.0,1.0,0.6666666666666666,-33.8926908,151.2526135,0.3333333333333333,130.0
0.0,0.0,0.0,50.0,149,0.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2026.0,2.0,0.2,-33.88921366,151.2621546,0.4,299.0
0.0,91.0,1.0,68.0,19,0.0,2.0,1.0,1.0,1.0,28.0,0.0,1.0,300.0,2026.0,13.0,0.5,-33.89168761,151.2832234,0.5,250.0
0.0,15.0,0.0,180.0,195,15.0,7.0,1.0,1.0,4.0,16.0,0.0,6.0,500.0,2026.0,2.0,0.42857142857142855,-33.88650338,151.2744506,0.5714285714285714,391.0
1.0,0.0,0.0,0.0,74,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.89556005,151.2701046,0.5,74.0
0.0,0.0,0.0,90.0,13,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,200.0,2026.0,10.0,0.5,-33.889911,151.2817833,0.5,139.0
1.0,0.0,0.0,0.0,11,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,500.0,2026.0,5.0,1.0,-33.88794636,151.2828712,1.0,59.0
1.0,179.0,1.0,15.0,69,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.89129225,151.2827619,1.0,69.0
0.0,363.0,0.0,80.0,35,0.0,2.0,2.0,0.0,1.0,43.0,0.0,1.0,500.0,2026.0,7.0,0.5,-33.89047232,151.2759943,0.5,250.0
0.0,0.0,0.0,20.0,45,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2026.0,4.0,0.25,-33.88167594,151.2815123,0.5,180.0
1.0,0.0,0.0,0.0,40,0.0,1.0,2.0,0.0,1.0,7.0,0.0,1.0,150.0,2026.0,2.0,1.0,-33.89245356,151.2832613,1.0,80.0
0.0,0.0,0.0,80.0,83,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2026.0,3.0,0.3333333333333333,-33.89275186,151.2724873,0.3333333333333333,249.0
0.0,25.0,0.0,0.0,42,15.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2026.0,7.0,0.25,-33.88847356,151.2719472,0.5,294.0
0.0,0.0,0.0,60.0,49,0.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,500.0,2026.0,4.0,0.25,-33.88426834,151.276132,0.5,199.0
0.0,0.0,0.0,50.0,25,15.0,6.0,1.0,0.0,3.0,0.0,0.0,4.0,1500.0,2026.0,7.0,0.16666666666666666,-33.88239546,151.2710319,0.5,180.0
0.0,0.0,0.0,100.0,116,0.0,6.0,1.0,1.0,3.0,7.0,0.0,4.0,0.0,2026.0,3.0,0.5,-33.88461434,151.2760402,0.5,350.0
0.0,0.0,0.0,68.0,40,8.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,677.0,2026.0,2.0,0.5,-33.8923978,151.2637382,0.0,80.0
0.0,0.0,0.0,50.0,45,0.0,2.0,2.0,1.0,1.0,18.0,0.0,1.0,0.0,2026.0,4.0,0.5,-33.88748239,151.2777384,0.5,180.0
0.0,316.0,0.0,150.0,9,0.0,4.0,2.0,0.0,2.0,9.0,0.0,3.0,500.0,2026.0,30.0,0.5,-33.8907398,151.2621248,0.5,280.0
1.0,0.0,0.0,0.0,31,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,4.0,0.5,-33.89212959,151.2710754,0.5,124.0
1.0,0.0,0.0,0.0,2,15.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2026.0,28.0,1.0,-33.89000947,151.2671261,1.0,60.0
1.0,0.0,0.0,0.0,26,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2022.0,3.0,0.5,-33.89449592,151.2527287,0.5,80.0
1.0,0.0,0.0,0.0,26,15.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.89035029,151.2730703,0.5,80.0
1.0,363.0,0.0,15.0,32,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,200.0,2026.0,2.0,0.5,-33.89662185,151.263392,0.5,65.0
1.0,0.0,0.0,25.0,100,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.88971369,151.2733823,0.5,100.0
0.0,0.0,0.0,75.0,250,0.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2026.0,1.0,0.25,-33.88911394,151.2677852,0.5,250.0
1.0,180.0,0.0,75.0,98,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1200.0,2026.0,1.0,0.5,-33.88831413,151.2744168,0.5,98.0
1.0,0.0,0.0,25.0,95,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2026.0,1.0,0.25,-33.89020549,151.279672,0.25,95.0
1.0,187.0,0.0,70.0,32,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,300.0,2026.0,3.0,0.3333333333333333,-33.89144304,151.2742796,0.3333333333333333,98.0
0.0,0.0,0.0,0.0,72,0.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2026.0,2.0,0.5,-33.88637915,151.268842,0.5,145.0
0.0,95.0,0.0,50.0,50,0.0,4.0,1.0,0.0,2.0,6.0,0.0,2.0,300.0,2026.0,5.0,0.25,-33.8865458,151.2719006,0.5,250.0
0.0,0.0,0.0,0.0,30,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,500.0,2026.0,5.0,0.3333333333333333,-33.88676029,151.2690564,0.3333333333333333,150.0
0.0,0.0,0.0,0.0,14,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,150.0,2022.0,7.0,0.5,-33.89291306,151.2542529,0.5,100.0
0.0,39.0,0.0,60.0,20,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2026.0,7.0,0.5,-33.89207791,151.2697625,0.5,144.0
0.0,0.0,0.0,80.0,83,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2026.0,3.0,0.3333333333333333,-33.88789003,151.2719783,0.3333333333333333,250.0
1.0,0.0,0.0,80.0,57,1.0,2.0,2.0,1.0,1.0,7.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.89000443,151.2689627,0.5,57.0
0.0,91.0,0.0,0.0,50,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1000.0,2022.0,2.0,0.5,-33.89383098,151.2488848,0.5,101.0
0.0,53.0,0.0,40.0,62,8.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,2026.0,2.0,0.75,-33.89376864,151.2701172,0.5,125.0
0.0,0.0,0.0,0.0,25,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,4.0,0.5,-33.88420966,151.2750576,0.5,100.0
0.0,0.0,0.0,75.0,124,0.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,250.0,2022.0,1.0,0.5,-33.89076646,151.2464941,0.5,124.0
0.0,90.0,0.0,175.0,56,0.0,4.0,2.0,1.0,2.0,15.0,0.0,2.0,0.0,2026.0,3.0,0.25,-33.88884607,151.2782736,0.5,170.0
0.0,178.0,0.0,0.0,83,0.0,4.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2026.0,3.0,0.25,-33.89053061,151.2616636,0.5,250.0
0.0,356.0,0.0,40.0,100,0.0,4.0,2.0,0.0,0.0,15.0,0.0,2.0,140.0,2026.0,1.0,0.25,-33.89268406,151.2640179,0.0,100.0
1.0,317.0,0.0,150.0,16,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,400.0,2026.0,6.0,1.0,-33.89256266,151.268129,0.5,100.0
0.0,0.0,0.0,100.0,45,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,200.0,2026.0,2.0,0.5,-33.89492293,151.2713481,0.5,91.0
0.0,7.0,0.0,60.0,56,0.0,4.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,2026.0,3.0,0.25,-33.88472245,151.2724685,0.5,170.0
0.0,0.0,0.0,150.0,93,0.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2026.0,3.0,0.25,-33.88544731,151.2694377,0.5,280.0
1.0,179.0,0.0,50.0,47,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,2026.0,2.0,0.5,-33.89343375,151.2670495,0.5,94.0
0.0,0.0,0.0,0.0,17,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,750.0,2022.0,7.0,0.5,-33.89173522,151.2582122,0.5,120.0
1.0,0.0,0.0,0.0,18,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2026.0,5.0,0.5,-33.88487141,151.2733491,0.5,91.0
0.0,173.0,0.0,160.0,54,15.0,8.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,2022.0,7.0,0.3125,-33.89108072,151.2441793,0.375,380.0
0.0,141.0,0.0,30.0,20,0.0,2.0,2.0,1.0,1.0,44.0,0.0,1.0,200.0,2026.0,4.0,0.5,-33.88802316,151.2729467,0.5,80.0
0.0,0.0,0.0,50.0,62,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,500.0,2026.0,2.0,0.5,-33.88462788,151.2761313,0.5,124.0
0.0,332.0,0.0,80.0,75,0.0,2.0,1.0,0.0,1.0,62.0,0.0,1.0,400.0,2026.0,2.0,0.5,-33.89355722,151.2624896,0.5,150.0
2.0,0.0,0.0,0.0,10,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.8896446,151.2702746,0.5,30.0
0.0,0.0,0.0,0.0,97,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.8834209,151.2697644,0.5,97.0
1.0,0.0,0.0,0.0,41,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2026.0,1.0,0.5,-33.88706591,151.2731217,0.5,41.0
0.0,0.0,0.0,40.0,49,0.0,4.0,2.0,1.0,2.0,10.0,0.0,2.0,150.0,2026.0,3.0,0.25,-33.89141827,151.2651623,0.5,148.0
0.0,21.0,0.0,150.0,114,0.0,6.0,2.0,1.0,2.0,3.0,0.0,2.0,850.0,2026.0,3.0,0.5,-33.89125322,151.26638,0.3333333333333333,343.0
0.0,0.0,0.0,100.0,22,0.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,200.0,2026.0,7.0,0.3333333333333333,-33.89738666,151.271675,0.6666666666666666,160.0
0.0,59.0,0.0,85.0,5,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2026.0,14.0,0.5,-33.88923229,151.2666632,0.0,78.0
0.0,0.0,0.0,149.0,69,0.0,6.0,2.0,1.0,2.0,21.0,0.0,3.0,299.0,2026.0,3.0,0.16666666666666666,-33.89448958,151.2665853,0.3333333333333333,209.0
1.0,0.0,0.0,0.0,85,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,300.0,2026.0,1.0,0.5,-33.89097838,151.2685542,0.5,85.0
0.0,0.0,0.0,0.0,50,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2026.0,5.0,0.25,-33.89303827,151.2720988,0.5,250.0
0.0,64.0,0.0,70.0,92,15.0,4.0,0.0,0.0,2.0,26.0,0.0,2.0,0.0,2026.0,2.0,0.5,-33.88759454,151.2680525,0.5,185.0
1.0,0.0,0.0,0.0,10,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2026.0,8.0,0.5,-33.8863356,151.2820322,0.5,80.0
0.0,40.0,0.0,80.0,30,15.0,4.0,1.0,1.0,1.0,10.0,0.0,2.0,300.0,2026.0,4.0,0.375,-33.88058708,151.2770503,0.25,120.0
1.0,88.0,0.0,0.0,75,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2026.0,2.0,0.75,-33.89636135,151.2688501,0.5,150.0
0.0,218.0,0.0,0.0,38,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2026.0,5.0,0.25,-33.8921519,151.2838098,0.5,190.0
1.0,0.0,0.0,15.0,26,0.0,2.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.88799017,151.2789657,1.0,80.0
1.0,0.0,0.0,39.0,16,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.89142538,151.2727698,0.5,50.0
1.0,55.0,1.0,29.0,25,0.0,2.0,2.0,1.0,1.0,7.0,0.0,1.0,0.0,2026.0,3.0,1.0,-33.89454255,151.2683446,0.5,76.0
2.0,0.0,0.0,0.0,31,15.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2022.0,1.0,1.0,-33.89249944,151.2510662,1.0,31.0
0.0,0.0,0.0,200.0,174,0.0,7.0,2.0,1.0,4.0,36.0,0.0,4.0,1000.0,2026.0,2.0,0.2857142857142857,-33.89310694,151.2720634,0.5714285714285714,349.0
0.0,0.0,0.0,90.0,41,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1000.0,2026.0,7.0,0.5,-33.89382862,151.2622646,0.5,290.0
0.0,65.0,0.0,120.0,196,15.0,9.0,2.0,1.0,3.0,32.0,0.0,7.0,0.0,2026.0,1.0,0.1111111111111111,-33.88168096,151.2755783,0.3333333333333333,196.0
0.0,323.0,1.0,120.0,89,8.0,4.0,2.0,0.0,2.0,16.0,0.0,2.0,500.0,2026.0,2.0,0.25,-33.88761635,151.2832728,0.5,179.0
1.0,364.0,0.0,40.0,75,15.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,500.0,2022.0,2.0,1.25,-33.89256929,151.2577708,0.5,150.0
1.0,0.0,0.0,25.0,9,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2026.0,5.0,1.0,-33.88239063,151.2788967,1.0,45.0
0.0,0.0,0.0,0.0,100,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2026.0,2.0,0.25,-33.89157217,151.2739096,0.5,200.0
1.0,178.0,0.0,30.0,35,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,500.0,2026.0,2.0,0.5,-33.89240878,151.2612304,0.5,70.0
1.0,0.0,0.0,40.0,7,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2026.0,5.0,1.0,-33.88760818,151.2735284,1.0,37.0
0.0,0.0,0.0,0.0,12,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2400.0,2026.0,14.0,0.5,-33.88949017,151.2805185,0.5,180.0
0.0,26.0,0.0,55.0,127,0.0,2.0,1.0,1.0,1.0,73.0,0.0,1.0,130.0,2026.0,1.0,0.5,-33.88971876,151.2785359,0.5,127.0
1.0,0.0,0.0,40.0,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2026.0,2.0,1.0,-33.89159844,151.2618895,1.0,124.0
0.0,31.0,0.0,50.0,85,0.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2026.0,2.0,0.25,-33.89005633,151.2799651,0.5,170.0
0.0,227.0,0.0,200.0,160,0.0,5.0,2.0,1.0,2.0,4.0,0.0,2.0,600.0,2026.0,2.0,0.2,-33.89083183,151.2848682,0.4,320.0
0.0,65.0,0.0,100.0,161,0.0,2.0,1.0,0.0,1.0,11.0,0.0,1.0,200.0,2026.0,1.0,0.5,-33.89665871,151.2721561,0.5,161.0
1.0,9.0,0.0,20.0,18,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,2026.0,7.0,1.0,-33.89058001,151.2686004,1.0,130.0
0.0,0.0,0.0,70.0,32,15.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,2026.0,4.0,0.3333333333333333,-33.88784635,151.2677179,0.6666666666666666,128.0
0.0,0.0,0.0,30.0,38,12.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2022.0,3.0,0.5,-33.89327654,151.2580105,0.5,116.0
0.0,0.0,0.0,55.0,3,0.0,4.0,2.0,1.0,2.0,2.0,0.0,2.0,250.0,2026.0,28.0,0.25,-33.89272116,151.2630547,0.5,90.0
1.0,0.0,0.0,0.0,50,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2026.0,2.0,1.0,-33.89493977,151.2679635,0.5,100.0
0.0,351.0,0.0,250.0,30,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,400.0,2026.0,5.0,0.25,-33.89312821,151.2600231,0.5,150.0
0.0,15.0,0.0,0.0,80,8.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2026.0,2.0,0.5,-33.88544932,151.2845547,0.5,161.0
1.0,0.0,0.0,0.0,60,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2026.0,1.0,0.5,-33.88453598,151.2763395,0.5,60.0
0.0,89.0,0.0,0.0,149,0.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2026.0,2.0,0.25,-33.89035825,151.2717616,0.5,299.0
0.0,0.0,0.0,0.0,7,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2026.0,11.0,0.25,-33.88944634,151.2658095,0.5,85.0
0.0,0.0,0.0,50.0,47,0.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2000.0,2026.0,2.0,0.3333333333333333,-33.88553527,151.269905,0.6666666666666666,95.0
1.0,0.0,0.0,20.0,100,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,1.0,1.5,-33.89167089,151.2619627,1.0,100.0
1.0,0.0,0.0,0.0,21,15.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2026.0,3.0,0.5,-33.89142438,151.2672281,0.5,65.0
1.0,157.0,1.0,45.0,94,0.0,2.0,2.0,1.0,1.0,90.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.88818318,151.2816186,0.5,94.0
0.0,207.0,0.0,150.0,78,15.0,5.0,2.0,1.0,2.0,8.0,0.0,0.0,500.0,2026.0,5.0,0.4,-33.89011812,151.2685717,0.4,390.0
0.0,0.0,0.0,20.0,87,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2026.0,2.0,0.5,-33.89620263,151.2603248,0.5,175.0
1.0,0.0,0.0,0.0,6,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2022.0,6.0,1.0,-33.89088873,151.2552007,1.0,41.0
0.0,297.0,0.0,200.0,190,15.0,4.0,1.0,1.0,2.0,8.0,0.0,2.0,1000.0,2022.0,2.0,0.25,-33.89007514,151.2567725,0.5,380.0
1.0,21.0,0.0,25.0,50,15.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2026.0,2.0,1.0,-33.88816912,151.2681819,0.5,101.0
0.0,0.0,0.0,100.0,26,0.0,6.0,2.0,1.0,2.0,0.0,0.0,4.0,1000.0,2026.0,14.0,0.3333333333333333,-33.88659374,151.2723628,0.3333333333333333,369.0
2.0,69.0,0.0,0.0,27,13.0,8.0,2.0,1.0,1.0,4.0,0.0,8.0,0.0,2026.0,1.0,0.25,-33.89096747,151.2741065,0.125,27.0
0.0,0.0,0.0,40.0,50,0.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,500.0,2026.0,3.0,0.5,-33.88655529,151.2664989,0.5,150.0
0.0,0.0,0.0,0.0,55,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,500.0,2026.0,4.0,0.5,-33.89347204,151.2742208,0.5,220.0
1.0,0.0,0.0,20.0,10,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,350.0,2026.0,7.0,0.5,-33.89613894,151.2600436,0.5,74.0
1.0,361.0,0.0,0.0,94,15.0,2.0,2.0,0.0,1.0,15.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.88267309,151.2787004,0.5,94.0
1.0,344.0,0.0,0.0,7,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2026.0,7.0,0.5,-33.89586933,151.2706821,0.5,50.0
1.0,0.0,0.0,30.0,22,15.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2026.0,4.0,1.5,-33.88764888,151.2828544,1.0,91.0
1.0,0.0,0.0,0.0,39,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2026.0,1.0,1.0,-33.88561391,151.2767761,1.0,39.0
0.0,23.0,0.0,110.0,109,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,500.0,2026.0,1.0,0.3333333333333333,-33.89665081,151.2729518,0.3333333333333333,109.0
0.0,84.0,0.0,0.0,196,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2022.0,1.0,0.5,-33.89284776,151.2495917,0.5,196.0
0.0,0.0,0.0,0.0,65,0.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,2026.0,2.0,0.5,-33.89504424,151.274225,0.5,130.0
0.0,0.0,0.0,100.0,160,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,200.0,2026.0,1.0,0.5,-33.89749032,151.2706302,0.5,160.0
0.0,0.0,0.0,0.0,28,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,300.0,2022.0,7.0,0.5,-33.89233973,151.2485964,0.5,200.0
0.0,0.0,0.0,0.0,175,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,500.0,2026.0,2.0,0.5,-33.88880024,151.28003,0.5,350.0
1.0,0.0,0.0,0.0,15,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2026.0,5.0,0.5,-33.88948867,151.2714319,1.0,76.0
0.0,90.0,0.0,80.0,37,0.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,2026.0,7.0,0.5,-33.88661076,151.2765791,1.0,259.0
1.0,179.0,0.0,0.0,50,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2026.0,2.0,1.0,-33.89315758,151.2663006,2.0,100.0
1.0,0.0,0.0,0.0,27,0.0,2.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,2022.0,2.0,0.5,-33.89324063,151.2548898,0.5,55.0
0.0,0.0,0.0,100.0,60,0.0,6.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,2026.0,5.0,0.3333333333333333,-33.89127806,151.2719365,0.5,300.0
0.0,188.0,0.0,50.0,41,0.0,6.0,2.0,1.0,3.0,0.0,0.0,1.0,300.0,2026.0,3.0,0.5,-33.88954899,151.2660508,0.5,125.0
0.0,80.0,0.0,60.0,174,11.0,2.0,2.0,0.0,0.0,19.0,0.0,2.0,250.0,2026.0,2.0,0.5,-33.89426275,151.2741251,0.0,349.0
0.0,284.0,0.0,85.0,70,0.0,2.0,2.0,0.0,1.0,64.0,0.0,1.0,400.0,2026.0,2.0,0.5,-33.89296313,151.2627657,0.5,140.0
0.0,0.0,0.0,0.0,30,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2026.0,5.0,0.5,-33.89373677,151.2644015,0.0,152.0
1.0,179.0,0.0,0.0,200,15.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2026.0,1.0,0.5,-33.89652092,151.2697322,0.5,200.0
1.0,0.0,0.0,0.0,2,15.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2026.0,21.0,3.0,-33.89052755,151.2594811,1.0,60.0
0.0,90.0,0.0,120.0,59,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,300.0,2026.0,3.0,0.5,-33.89030679,151.2827642,0.5,179.0
0.0,82.0,1.0,105.0,37,0.0,2.0,2.0,1.0,1.0,91.0,0.0,1.0,500.0,2026.0,3.0,0.5,-33.88070052,151.2795639,0.5,111.0
