city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode,state
North Narrabeen,151.2959697,-33.70657099,73.0,5,3,2,1.0,0.0,1.0,200.0,50.0,Apartment,Entire home/apt,89,1.0,0.0,flexible,120.0,2101,NSW
Darlinghurst,151.2214836,-33.87747232,85.0,4,7,2,1.5,1.0,1.0,700.0,175.0,Condominium,Entire home/apt,363,1.0,0.0,strict_14_with_grace_period,250.0,2010,NSW
Randwick,151.2408206,-33.91979318,98.0,10,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,182,1.0,0.0,moderate,65.0,2031,NSW
Chatswood,151.1756986,-33.80505306,,0,2,2,1.0,1.0,1.0,130.0,25.0,Apartment,Private room,0,0.0,0.0,moderate,55.0,2067.0,NSW
Balmain,151.1778521,-33.85746507,,0,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,50.0,2041,NSW
Tempe,151.1633061,-33.92053209,100.0,5,3,2,1.0,1.0,1.0,0.0,35.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,74.0,2044,NSW
Bondi Beach,151.2743191,-33.88906526,97.0,6,2,6,2.0,3.0,4.0,1000.0,200.0,Villa,Entire home/apt,15,1.0,1.0,strict_14_with_grace_period,1600.0,2026,NSW
Monterey,151.1522428,-33.96964997,95.0,70,1,10,3.0,4.0,7.0,500.0,165.0,Townhouse,Entire home/apt,349,0.0,1.0,strict_14_with_grace_period,500.0,2217,NSW
Lane Cove,151.1676565,-33.81246112,97.0,20,3,4,2.0,2.0,2.0,1000.0,150.0,Apartment,Entire home/apt,282,0.0,0.0,strict_14_with_grace_period,275.0,2066,NSW
Bondi Beach,151.2820322,-33.8863356,,0,8,2,1.0,1.0,3.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,80.0,2026.0,NSW
Bondi Beach,151.2770503,-33.88058708,95.0,10,4,4,1.5,1.0,2.0,300.0,80.0,House,Entire home/apt,40,1.0,0.0,moderate,120.0,2026,NSW
Macquarie Park,151.1134421,-33.77952362,94.0,17,1,5,1.0,2.0,3.0,300.0,90.0,Apartment,Entire home/apt,235,0.0,0.0,moderate,125.0,2113.0,NSW
Dover Heights,151.2795381,-33.87965579,,0,5,1,1.0,1.0,1.0,500.0,50.0,House,Private room,307,0.0,0.0,strict_14_with_grace_period,53.0,2030,NSW
Mona Vale,151.3005665,-33.6832381,95.0,48,2,2,1.0,1.0,1.0,0.0,40.0,Bungalow,Entire home/apt,361,0.0,0.0,moderate,98.0,2103,NSW
Pyrmont,151.1922113,-33.87024457,,0,7,2,1.0,1.0,2.0,500.0,0.0,Apartment,Shared room,180,0.0,0.0,moderate,49.0,2009,NSW
Vaucluse,151.2802742,-33.86171927,,0,14,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,300.0,2030,NSW
Dee Why,151.2827816,-33.75431072,80.0,1,3,2,1.0,1.0,1.0,250.0,69.0,Apartment,Entire home/apt,136,0.0,0.0,strict_14_with_grace_period,119.0,2099.0,NSW
Botany,151.193017,-33.94663986,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,155,0.0,0.0,flexible,90.0,2019.0,NSW
Bondi Beach,151.2688501,-33.89636135,100.0,1,2,2,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,88,1.0,0.0,flexible,150.0,2026.0,NSW
Bondi Beach,151.2838098,-33.8921519,,0,5,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,218,0.0,0.0,flexible,190.0,2026,NSW
Redfern,151.2006599,-33.89083792,100.0,1,7,2,1.0,1.0,1.0,200.0,150.0,Apartment,Entire home/apt,0,0.0,0.0,moderate,100.0,2016.0,NSW
Croydon Park,151.1060571,-33.89856474,100.0,2,1,1,1.0,1.0,1.0,0.0,10.0,Apartment,Private room,0,0.0,0.0,flexible,51.0,2133.0,NSW
Coogee,151.2537395,-33.91411105,100.0,3,7,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,84,1.0,0.0,flexible,120.0,2034,NSW
Darlinghurst,151.2222859,-33.87520155,,0,2,2,1.5,1.0,1.0,0.0,0.0,Townhouse,Private room,0,1.0,0.0,flexible,1000.0,2010.0,NSW
Sydney,151.2045962,-33.87617291,84.0,49,2,2,1.0,0.0,1.0,140.0,75.0,Apartment,Entire home/apt,170,1.0,0.0,strict_14_with_grace_period,119.0,2000.0,NSW
Redfern,151.2146741,-33.89410658,91.0,11,1,2,1.5,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,flexible,340.0,2016,NSW
Kingsford,151.2320235,-33.9215601,93.0,6,1,1,1.0,1.0,1.0,500.0,35.0,Apartment,Private room,356,1.0,0.0,moderate,59.0,2032,NSW
Bondi Beach,151.2789657,-33.88799017,97.0,7,3,2,1.0,2.0,1.0,0.0,15.0,Apartment,Private room,0,1.0,0.0,moderate,80.0,2026,NSW
Mosman,151.2353488,-33.8362853,,0,7,6,3.0,4.0,6.0,3000.0,501.0,House,Entire home/apt,55,0.0,0.0,strict_14_with_grace_period,788.0,2088,NSW
North Ryde,151.1325603,-33.80042661,98.0,75,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,236,1.0,1.0,moderate,59.0,2113,NSW
Palm Beach,151.3249935,-33.60908705,96.0,23,2,10,2.0,4.0,7.0,500.0,330.0,House,Entire home/apt,341,1.0,0.0,strict_14_with_grace_period,451.0,2108,NSW
Sydney,151.2083507,-33.86965853,96.0,80,7,2,1.0,1.0,1.0,400.0,70.0,Apartment,Entire home/apt,57,1.0,1.0,moderate,240.0,2000,NSW
Wentworthville,150.9651079,-33.79809003,60.0,1,1,14,2.0,4.0,7.0,0.0,150.0,Apartment,Entire home/apt,365,0.0,0.0,flexible,250.0,2145.0,NSW
Manly Beach,151.2868442,-33.80395578,88.0,18,2,3,1.0,1.0,1.0,500.0,70.0,Apartment,Private room,81,0.0,0.0,strict_14_with_grace_period,170.0,2095,NSW
Epping,151.0834908,-33.77219491,100.0,1,1,2,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,40.0,2121,NSW
Woollahra,151.2323384,-33.88869768,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,Boutique hotel,Private room,350,0.0,0.0,moderate,208.0,2025.0,NSW
Vaucluse,151.2820512,-33.85639378,100.0,2,2,5,1.5,3.0,2.0,750.0,75.0,Townhouse,Entire home/apt,336,0.0,0.0,moderate,390.0,2030.0,NSW
Arncliffe,151.1482937,-33.93415493,100.0,1,7,5,2.0,2.0,2.0,300.0,80.0,Apartment,Entire home/apt,187,1.0,0.0,moderate,200.0,2205,NSW
Tamarama,151.2705194,-33.8962179,,0,5,1,1.0,1.0,1.0,200.0,50.0,Apartment,Private room,180,1.0,0.0,strict_14_with_grace_period,90.0,2026.0,NSW
Fairlight,151.2731062,-33.79840156,80.0,1,10,2,1.0,1.0,1.0,400.0,80.0,Apartment,Entire home/apt,358,0.0,0.0,strict_14_with_grace_period,105.0,2094,NSW
Mosman,151.2419033,-33.80963905,100.0,7,2,2,1.0,0.0,1.0,500.0,40.0,Apartment,Entire home/apt,16,0.0,0.0,moderate,100.0,2088,NSW
Paddington,151.2256671,-33.88210532,90.0,6,3,4,1.0,2.0,2.0,500.0,200.0,Townhouse,Entire home/apt,156,1.0,0.0,strict_14_with_grace_period,200.0,2021,NSW
Bondi Beach,151.2727698,-33.89142538,100.0,2,3,2,1.0,1.0,1.0,0.0,39.0,Apartment,Private room,0,1.0,0.0,moderate,50.0,2026.0,NSW
Maroubra,151.260444,-33.94124709,93.0,3,5,4,1.0,2.0,2.0,500.0,175.0,House,Entire home/apt,0,0.0,0.0,moderate,150.0,2035,New South Wales
Bondi Beach,151.2683446,-33.89454255,100.0,7,3,2,2.0,1.0,1.0,0.0,29.0,Apartment,Private room,55,1.0,1.0,strict_14_with_grace_period,76.0,2026.0,NSW
Lane Cove,151.1508527,-33.81941713,,0,7,5,2.0,2.0,2.0,0.0,100.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,200.0,2066,NSW
Turrella,151.1428805,-33.92942539,,1,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Shared room,0,1.0,0.0,flexible,24.0,2205,NSW
Bondi Beach,151.2510662,-33.89249944,,1,1,1,1.0,1.0,1.0,0.0,0.0,House,Shared room,0,0.0,0.0,flexible,31.0,2022.0,NSW
Surry Hills,151.2152083,-33.88822708,100.0,1,2,2,3.0,1.0,1.0,0.0,0.0,Townhouse,Private room,0,1.0,0.0,moderate,85.0,2010.0,NSW
Pyrmont,151.1941509,-33.87351074,94.0,63,1,4,1.0,2.0,3.0,0.0,50.0,Apartment,Entire home/apt,55,0.0,0.0,flexible,156.0,2009.0,NSW
Surry Hills,151.2126401,-33.88388618,,0,5,1,1.0,1.0,1.0,200.0,50.0,Apartment,Private room,0,1.0,0.0,flexible,74.0,2010.0,NSW
Bronte,151.2589923,-33.90403566,97.0,108,2,2,1.0,1.0,1.0,150.0,0.0,Guesthouse,Entire home/apt,362,0.0,0.0,flexible,120.0,2024,New South Wales
Rosebery,151.2038605,-33.92408389,100.0,3,2,2,1.5,1.0,1.0,0.0,0.0,House,Private room,178,0.0,0.0,strict_14_with_grace_period,90.0,2018,NSW
Coogee,151.2529324,-33.92061721,95.0,176,1,2,1.0,0.0,1.0,0.0,20.0,Apartment,Entire home/apt,220,0.0,1.0,flexible,111.0,2034,NSW
Maroubra,151.2479973,-33.95492798,93.0,3,3,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,41.0,2035,NSW
Eastlakes,151.210765,-33.92546932,94.0,40,1,5,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,1,0.0,0.0,flexible,150.0,2018.0,NSW
Forest Lodge,151.1853667,-33.88215727,,0,3,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,strict_14_with_grace_period,179.0,2037,NSW
Randwick,151.2461053,-33.92372107,99.0,38,2,6,1.5,3.0,6.0,500.0,200.0,House,Entire home/apt,285,1.0,1.0,moderate,430.0,2034,NSW
Randwick,151.2455771,-33.91503948,100.0,5,2,2,1.0,1.0,1.0,500.0,150.0,House,Entire home/apt,0,1.0,0.0,moderate,170.0,2031,NSW
Bronte,151.2668874,-33.89834715,89.0,9,2,5,2.0,3.0,4.0,150.0,70.0,Loft,Entire home/apt,42,1.0,0.0,flexible,299.0,2024,NSW
Darlinghurst,151.2129312,-33.87622716,93.0,3,2,5,1.0,0.0,3.0,500.0,0.0,Apartment,Entire home/apt,365,1.0,0.0,strict_14_with_grace_period,214.0,2000,NSW
Alexandria,151.189182,-33.90824916,83.0,14,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,361,1.0,0.0,flexible,85.0,2015.0,NSW
Darlinghurst,151.2246506,-33.87611279,80.0,2,5,2,1.0,1.0,1.0,150.0,20.0,House,Private room,0,0.0,0.0,moderate,49.0,2010,NSW
Bondi Beach,151.2720634,-33.89310694,94.0,36,2,7,2.0,4.0,4.0,1000.0,200.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,349.0,2026,NSW
Pyrmont,151.1939828,-33.87405141,96.0,29,1,2,1.0,1.0,1.0,125.0,30.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,70.0,2009,NSW
Longueville,151.1677492,-33.83217674,100.0,4,2,7,2.5,4.0,6.0,1000.0,280.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,501.0,2066.0,NSW
Bondi Beach,151.2622646,-33.89382862,80.0,1,7,2,1.0,1.0,1.0,1000.0,90.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,290.0,2026,NSW
Surry Hills,151.2130884,-33.8779073,100.0,5,2,4,1.0,2.0,2.0,0.0,160.0,Condominium,Entire home/apt,161,1.0,1.0,moderate,281.0,2010,NSW
Sydney,151.2067939,-33.86238503,85.0,85,1,6,1.0,2.0,3.0,300.0,132.0,Apartment,Entire home/apt,124,0.0,0.0,strict_14_with_grace_period,229.0,2000.0,NSW
Sydney,151.2065275,-33.87265312,93.0,38,1,7,2.0,2.0,4.0,500.0,125.0,Apartment,Entire home/apt,190,0.0,0.0,strict_14_with_grace_period,299.0,2000.0,NSW
Greenwich,151.1849559,-33.82307026,97.0,17,1,2,1.5,1.0,2.0,0.0,0.0,House,Private room,43,1.0,0.0,flexible,59.0,2065,NSW
Bondi Beach,151.2755783,-33.88168096,94.0,32,1,9,1.0,3.0,7.0,0.0,120.0,House,Entire home/apt,65,1.0,0.0,strict_14_with_grace_period,196.0,2026.0,NSW
Surry Hills,151.2164502,-33.88462098,,0,4,5,2.0,2.0,3.0,1500.0,200.0,House,Entire home/apt,49,1.0,1.0,strict_14_with_grace_period,299.0,2010.0,NSW
Leichhardt,151.14934,-33.88890842,89.0,27,1,2,1.0,1.0,1.0,500.0,15.0,House,Private room,117,0.0,0.0,moderate,49.0,2040,NSW
Arncliffe,151.1468186,-33.93219343,90.0,12,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,150,1.0,0.0,strict_14_with_grace_period,76.0,2205.0,NSW
Wollstonecraft,151.1982785,-33.82612409,94.0,10,3,2,1.0,1.0,1.0,600.0,40.0,Apartment,Private room,140,1.0,0.0,strict_14_with_grace_period,49.0,2065,NSW
Earlwood,151.1233992,-33.91964324,,0,21,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,88,0.0,0.0,flexible,140.0,2206.0,NSW
Randwick,151.2433786,-33.92151549,93.0,19,1,2,1.0,1.0,1.0,300.0,0.0,Apartment,Private room,89,0.0,0.0,strict_14_with_grace_period,90.0,2031,New South Wales
Fairlight,151.2760182,-33.8002676,91.0,7,2,2,1.0,1.0,1.0,200.0,50.0,Apartment,Entire home/apt,2,1.0,0.0,moderate,92.0,2094.0,NSW
Earlwood,151.1177823,-33.91942395,93.0,9,2,2,1.0,1.0,1.0,400.0,40.0,Guesthouse,Entire home/apt,124,0.0,0.0,moderate,85.0,2206.0,NSW
Newtown,151.1772253,-33.89893424,88.0,8,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,moderate,50.0,2042,NSW
Chatswood,151.1826551,-33.79607842,76.0,5,31,2,1.0,1.0,1.0,975.0,198.0,Apartment,Entire home/apt,320,1.0,0.0,strict_14_with_grace_period,149.0,2067,NSW
Baulkham Hills,150.9791261,-33.76224539,,0,1,4,1.5,2.0,3.0,340.0,25.0,House,Private room,365,0.0,0.0,moderate,89.0,2153,NSW
Dover Heights,151.2833249,-33.86639399,,0,2,2,1.0,1.0,1.0,300.0,0.0,Other,Private room,0,0.0,0.0,flexible,51.0,2030.0,NSW
Birchgrove,151.1810098,-33.84779529,93.0,13,3,8,2.0,4.0,4.0,1000.0,250.0,House,Entire home/apt,90,0.0,0.0,strict_14_with_grace_period,600.0,2041,NSW
Bronte,151.2673952,-33.9046499,100.0,18,2,5,2.0,3.0,3.0,0.0,100.0,Townhouse,Entire home/apt,51,1.0,0.0,strict_14_with_grace_period,401.0,2024,NSW
St Peters,151.1718788,-33.91264629,80.0,1,2,4,1.0,2.0,2.0,250.0,150.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,110.0,2044,NSW
Newtown,151.17777,-33.8946423,,0,3,2,2.0,1.0,1.0,150.0,40.0,House,Private room,0,0.0,0.0,flexible,89.0,2042.0,NSW
Alexandria,151.1937079,-33.89869019,,0,3,2,1.0,1.0,1.0,0.0,20.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,120.0,2015,NSW
Sydney,151.2258236,-33.87491992,97.0,29,2,2,1.0,1.0,1.0,200.0,75.0,Apartment,Entire home/apt,27,1.0,0.0,strict_14_with_grace_period,89.0,2011,NSW
Surry Hills,151.2142858,-33.88434663,100.0,1,3,2,3.0,1.0,1.0,0.0,20.0,Townhouse,Private room,0,0.0,0.0,moderate,150.0,2010,NSW
Bondi Beach,151.2832728,-33.88761635,100.0,16,2,4,1.0,2.0,2.0,500.0,120.0,Condominium,Entire home/apt,323,0.0,1.0,strict_14_with_grace_period,179.0,2026.0,NSW
Ultimo,151.1992678,-33.87645055,,0,7,2,1.0,1.0,1.0,0.0,100.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,165.0,2007,NSW
Waterloo,151.2137545,-33.89868342,,0,3,2,1.0,1.0,1.0,450.0,35.0,Apartment,Private room,0,0.0,0.0,flexible,87.0,2017,NSW
Rushcutters Bay,151.2268034,-33.87575328,95.0,176,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,315,0.0,1.0,flexible,94.0,2011,NSW
Clovelly,151.2650273,-33.91513945,97.0,13,2,3,1.0,1.0,2.0,0.0,100.0,Apartment,Entire home/apt,306,1.0,1.0,moderate,152.0,2031.0,NSW
Elizabeth Bay,151.2276577,-33.87293505,96.0,5,2,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,156.0,2011,NSW
Leichhardt,151.1590473,-33.88021358,100.0,1,3,2,1.0,1.0,1.0,200.0,50.0,House,Entire home/apt,179,0.0,0.0,flexible,150.0,2040.0,NSW
Coogee,151.2530075,-33.91318235,100.0,2,5,4,1.0,2.0,2.0,1000.0,60.0,Apartment,Entire home/apt,7,0.0,0.0,strict_14_with_grace_period,120.0,2034,NSW
Marrickville,151.1544631,-33.91794105,100.0,15,2,2,1.0,1.0,1.0,0.0,20.0,Apartment,Entire home/apt,0,1.0,1.0,moderate,110.0,2204,NSW
Parramatta,151.0151643,-33.81504868,100.0,1,4,3,1.0,2.0,1.0,200.0,50.0,Apartment,Entire home/apt,1,0.0,0.0,strict_14_with_grace_period,401.0,2150.0,NSW
Fairlight,151.2759772,-33.79784261,92.0,5,3,4,1.0,1.0,2.0,0.0,0.0,House,Private room,0,0.0,0.0,moderate,150.0,2094.0,NSW
Meadowbank,151.0889273,-33.8172159,100.0,2,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,173,1.0,0.0,flexible,150.0,2114.0,NSW
Ryde,151.0961687,-33.8222757,100.0,4,1,3,1.0,1.0,2.0,300.0,100.0,Apartment,Entire home/apt,0,1.0,1.0,strict_14_with_grace_period,99.0,2112.0,NSW
Redfern,151.2060328,-33.89244667,89.0,7,6,2,1.5,1.0,1.0,0.0,60.0,House,Private room,136,0.0,0.0,strict_14_with_grace_period,55.0,2016.0,NSW
Waterloo,151.212883,-33.89963732,80.0,3,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,moderate,73.0,2017,NSW
Bondi Beach,151.2577708,-33.89256929,,0,2,2,2.5,1.0,1.0,500.0,40.0,House,Private room,364,0.0,0.0,flexible,150.0,2022.0,NSW
Rozelle,151.1718011,-33.86830233,100.0,1,3,5,1.5,3.0,4.0,1000.0,100.0,House,Entire home/apt,0,1.0,0.0,moderate,300.0,2039,NSW
Rose Bay,151.2751559,-33.86676994,93.0,3,10,5,1.5,3.0,4.0,0.0,0.0,House,Entire home/apt,29,0.0,0.0,strict_14_with_grace_period,800.0,2029,NSW
Kogarah,151.136237,-33.97164892,98.0,104,1,2,1.0,1.0,1.0,150.0,9.0,House,Private room,55,1.0,0.0,flexible,89.0,2217,NSW
North Sydney,151.2042803,-33.83575997,96.0,12,2,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,1.0,moderate,53.0,2060.0,NSW
Gladesville,151.1256311,-33.82901629,100.0,4,5,2,1.0,1.0,2.0,250.0,75.0,Apartment,Entire home/apt,201,0.0,0.0,strict_14_with_grace_period,109.0,2111,NSW
North Sydney,151.2086769,-33.8372664,97.0,19,3,6,2.0,3.0,4.0,500.0,265.0,Apartment,Entire home/apt,314,0.0,1.0,strict_14_with_grace_period,275.0,2060.0,NSW
Coogee,151.2516029,-33.91498013,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,70.0,2034.0,NSW
Homebush West,151.0677193,-33.86542375,,0,1,1,1.0,1.0,,0.0,0.0,House,Private room,0,0.0,0.0,flexible,20.0,2140,NSW
darling harbour,151.1981921,-33.87461399,89.0,45,1,2,1.0,0.0,1.0,500.0,110.0,Apartment,Entire home/apt,87,0.0,0.0,moderate,169.0,2007.0,NSW
Avalon Beach,151.3167945,-33.63205024,70.0,2,5,7,2.5,4.0,4.0,0.0,0.0,House,Entire home/apt,0,1.0,0.0,moderate,189.0,2107.0,NSW
Surry Hills,151.2132703,-33.88641921,96.0,10,14,4,1.0,2.0,2.0,0.0,75.0,Apartment,Entire home/apt,17,1.0,0.0,moderate,155.0,2010,NSW
Stanmore,151.1682105,-33.89760391,100.0,2,1,2,1.0,1.0,1.0,200.0,0.0,House,Private room,4,0.0,0.0,strict_14_with_grace_period,55.0,2048.0,NSW
Panania,150.9923945,-33.94981803,90.0,8,2,12,3.0,5.0,10.0,750.0,150.0,Townhouse,Entire home/apt,345,0.0,0.0,strict_14_with_grace_period,391.0,2213,NSW
Maroubra,151.2423312,-33.93843695,100.0,1,1,1,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,41.0,2035.0,NSW
Great Mackerel Beach,151.2973853,-33.59028571,80.0,1,2,7,1.0,3.0,5.0,300.0,120.0,House,Entire home/apt,196,0.0,0.0,moderate,200.0,2108,NSW
Waverley,151.2516881,-33.89785445,95.0,57,1,5,1.0,2.0,3.0,0.0,65.0,Apartment,Entire home/apt,14,0.0,0.0,moderate,200.0,2024.0,NSW
Manly,151.2854422,-33.79277065,,0,5,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,80.0,2095,NSW
Pyrmont,151.1958265,-33.8720003,92.0,109,1,4,1.0,2.0,3.0,200.0,129.0,Loft,Entire home/apt,87,1.0,0.0,moderate,250.0,2009,NSW
Eastgardens,151.2293431,-33.94906894,60.0,2,1,7,1.0,3.0,4.0,350.0,50.0,House,Private room,365,0.0,0.0,strict_14_with_grace_period,70.0,2036,New South Wales
Newtown,151.1765553,-33.90108995,91.0,209,2,3,2.0,1.0,1.0,150.0,24.0,House,Private room,162,1.0,0.0,moderate,84.0,2042,NSW
Bondi Beach,151.2788967,-33.88239063,100.0,2,5,1,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,0,1.0,0.0,strict_14_with_grace_period,45.0,2026.0,NSW
Waverley,151.254133,-33.90216633,100.0,1,5,4,1.0,2.0,2.0,1000.0,200.0,Apartment,Entire home/apt,89,1.0,0.0,strict_14_with_grace_period,192.0,2024.0,NSW
Erskineville,151.1885153,-33.89925213,93.0,3,5,4,1.5,1.0,3.0,900.0,150.0,House,Entire home/apt,213,0.0,0.0,strict_14_with_grace_period,200.0,2043,NSW
Sydney,151.2823147,-33.86565179,,0,3,2,1.0,1.0,1.0,500.0,80.0,Apartment,Entire home/apt,75,1.0,0.0,strict_14_with_grace_period,120.0,2030.0,NSW
Vaucluse,151.2828483,-33.85809074,90.0,4,1,4,1.0,2.0,2.0,0.0,100.0,Condominium,Entire home/apt,0,1.0,0.0,moderate,111.0,2030.0,NSW
Manly,151.2878362,-33.80378055,86.0,8,2,3,1.0,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,363,1.0,0.0,moderate,250.0,2095,NSW
Bondi Beach,151.2739096,-33.89157217,,2,2,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,200.0,2026,NSW
Surry Hills,151.2116607,-33.87774937,80.0,3,4,2,1.0,1.0,1.0,0.0,70.0,Apartment,Private room,24,0.0,0.0,strict_14_with_grace_period,161.0,2010.0,NSW
Palm Beach,151.3182458,-33.60182581,100.0,4,2,4,1.0,2.0,3.0,0.0,0.0,Cottage,Entire home/apt,335,0.0,0.0,strict_14_with_grace_period,330.0,2108.0,NSW
Haymarket,151.203925,-33.88265217,,0,2,3,1.0,0.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,110.0,2000,NSW
Rhodes,151.0885489,-33.8247133,,0,7,3,2.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,150.0,2138,NSW
Bondi Beach,151.2612304,-33.89240878,90.0,4,2,2,1.0,1.0,1.0,500.0,30.0,Apartment,Private room,178,1.0,0.0,moderate,70.0,2026,NSW
Bronte,151.2662512,-33.89968149,,0,1,1,1.0,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,flexible,35.0,2024,NSW
Erskineville,151.1824449,-33.90572248,100.0,2,2,4,2.0,2.0,2.0,250.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,350.0,2043,NSW
Bondi Beach,151.2735284,-33.88760818,100.0,1,5,1,1.0,1.0,1.0,0.0,40.0,Apartment,Private room,0,0.0,0.0,moderate,37.0,2026,NSW
Bondi Beach,151.2805185,-33.88949017,,0,14,2,1.0,1.0,1.0,2400.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,180.0,2026,New South Wales
Haymarket,151.2073843,-33.87800206,88.0,109,1,4,1.0,1.0,2.0,280.0,80.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,200.0,2000,NSW
Crows Nest,151.2010213,-33.82547133,,0,5,1,1.0,1.0,1.0,0.0,150.0,Apartment,Entire home/apt,364,0.0,0.0,strict_14_with_grace_period,150.0,2065.0,NSW
Bondi Beach,151.2785359,-33.88971876,96.0,73,1,2,1.0,1.0,1.0,130.0,55.0,Apartment,Entire home/apt,26,1.0,0.0,moderate,127.0,2026,NSW
Kirribilli,151.2166708,-33.84907697,,0,7,3,1.0,0.0,1.0,0.0,206.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,411.0,2061.0,NSW
Collaroy,151.3001814,-33.73163561,94.0,21,2,2,1.0,1.0,1.0,0.0,0.0,House,Private room,155,0.0,0.0,flexible,45.0,2097.0,NSW
Marsfield,151.1066524,-33.76860599,100.0,3,1,1,1.0,1.0,1.0,150.0,0.0,Apartment,Private room,178,1.0,0.0,moderate,76.0,2122,NSW
Cranebrook,150.7016473,-33.72882157,87.0,3,7,10,2.0,4.0,5.0,1000.0,100.0,Townhouse,Entire home/apt,343,0.0,0.0,strict_14_with_grace_period,299.0,2749,New South Wales
Auburn,151.0277856,-33.85551964,,0,2,2,1.0,0.0,2.0,0.0,6.0,Villa,Private room,0,0.0,0.0,flexible,60.0,2144.0,NSW
Berowra Waters,151.1172048,-33.60198232,100.0,1,2,8,3.0,4.0,4.0,1000.0,0.0,House,Entire home/apt,347,0.0,0.0,moderate,900.0,2082.0,NSW
Lidcombe,151.048034,-33.86287358,90.0,2,3,4,1.5,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,124.0,2141,New South Wales
Elizabeth Bay,151.2266757,-33.87148742,100.0,10,2,2,1.0,1.0,1.0,0.0,30.0,Condominium,Private room,67,1.0,0.0,flexible,76.0,2011,NSW
Bondi Beach,151.2529862,-33.89115944,,0,1,2,1.0,1.0,2.0,150.0,0.0,Apartment,Private room,365,0.0,0.0,flexible,500.0,2022,NSW
Bondi Beach,151.2618895,-33.89159844,,0,2,1,1.0,1.0,1.0,0.0,40.0,Apartment,Private room,0,0.0,0.0,flexible,124.0,2026.0,NSW
Coogee,151.2508316,-33.9247936,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,40.0,2034,NSW
