city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode,state
Darlinghurst,151.222398,-33.87720042,89.0,13,3,2,1.0,1.0,1.0,400.0,170.0,Apartment,Entire home/apt,159,0.0,0.0,strict_14_with_grace_period,140.0,2010.0,
"Manly, New South Wales, AU",151.2789456,-33.79856814,99.0,28,2,2,1.0,1.0,1.0,3000.0,30.0,Apartment,Private room,56,0.0,1.0,strict_14_with_grace_period,229.0,2095,nsw
Hornsby,151.1077051,-33.69987841,80.0,3,1,1,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,0,1.0,0.0,flexible,41.0,2077.0,NSW
Birchgrove,151.1829005,-33.85157466,,0,7,5,2.5,4.0,7.0,0.0,0.0,House,Entire home/apt,0,0.0,0.0,flexible,800.0,2041,NSW
Newtown,151.1789101,-33.90311371,100.0,1,3,1,1.5,0.0,1.0,0.0,0.0,Townhouse,Private room,0,1.0,0.0,flexible,42.0,2042.0,NSW
North Balgowlah,151.2462017,-33.78544746,100.0,2,7,7,2.5,4.0,4.0,2500.0,250.0,House,Entire home/apt,215,1.0,0.0,strict_14_with_grace_period,510.0,2093,NSW
Bondi Beach,151.2745368,-33.88937117,100.0,3,2,6,1.0,2.0,6.0,1000.0,95.0,Apartment,Entire home/apt,202,1.0,0.0,strict_14_with_grace_period,124.0,2026.0,NSW
Coogee,151.2539212,-33.92616,100.0,3,4,4,2.0,2.0,3.0,500.0,270.0,House,Entire home/apt,187,1.0,0.0,strict_14_with_grace_period,420.0,2034,NSW
Annandale,151.17579,-33.87734659,80.0,3,2,6,2.0,3.0,4.0,0.0,180.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,250.0,2038,NSW
Pyrmont,151.1990934,-33.87297931,,0,1,1,2.0,1.0,1.0,0.0,0.0,Apartment,Shared room,0,0.0,0.0,moderate,35.0,2009.0,NSW
Redfern,151.2048255,-33.89559109,99.0,28,1,6,2.0,3.0,5.0,450.0,70.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,295.0,2016,NSW
Bondi Beach,151.2605668,-33.88898804,96.0,29,1,6,1.5,3.0,3.0,150.0,210.0,Apartment,Entire home/apt,152,0.0,0.0,strict_14_with_grace_period,229.0,2026.0,NSW
Waverley,151.2542916,-33.90253969,100.0,1,7,4,1.0,2.0,2.0,0.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,118.0,2024.0,NSW
Manly Vale,151.2652842,-33.78652251,,1,7,5,1.0,3.0,3.0,0.0,0.0,House,Entire home/apt,0,0.0,0.0,flexible,230.0,2093.0,NSW
Bondi Beach,151.2827592,-33.88929263,98.0,25,4,4,1.0,2.0,2.0,400.0,299.0,Apartment,Entire home/apt,345,0.0,0.0,strict_14_with_grace_period,600.0,2026,New South Wales
Saint Leonards,151.2003248,-33.81860876,100.0,2,14,2,1.0,1.0,1.0,1000.0,150.0,Apartment,Private room,180,0.0,0.0,strict_14_with_grace_period,55.0,2065,NSW
Erskineville,151.189123,-33.89930197,96.0,21,2,2,1.5,1.0,1.0,450.0,60.0,Townhouse,Entire home/apt,2,1.0,0.0,moderate,115.0,2043,NSW
Waterloo,151.2082898,-33.90160647,100.0,3,2,2,1.0,1.0,1.0,0.0,30.0,House,Entire home/apt,0,0.0,0.0,flexible,104.0,2017.0,NSW
Cherrybrook,151.0289392,-33.73074017,95.0,4,3,2,1.0,1.0,2.0,0.0,0.0,House,Private room,180,1.0,0.0,flexible,55.0,2126.0,NSW
Randwick,151.225193,-33.91429893,100.0,1,1,2,1.0,1.0,1.0,200.0,25.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,95.0,2031,NSW
Oyster Bay,151.0803725,-34.00103696,,0,1,1,1.0,1.0,1.0,0.0,25.0,House,Private room,365,0.0,0.0,flexible,76.0,2225,NSW
Avalon Beach,151.3173605,-33.63254727,,1,3,9,4.5,4.0,5.0,2500.0,300.0,House,Entire home/apt,42,0.0,0.0,strict_14_with_grace_period,1000.0,2107.0,NSW
Newtown,151.1785755,-33.90702237,100.0,1,7,4,2.5,2.0,2.0,0.0,0.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,300.0,2042,NSW
Matraville,151.2290897,-33.95947601,,0,2,2,1.0,0.0,1.0,0.0,100.0,Cabin,Private room,0,0.0,0.0,flexible,59.0,2036,NSW
Palm Beach,151.3254562,-33.60136703,,0,2,6,3.0,3.0,4.0,1500.0,330.0,House,Entire home/apt,364,0.0,0.0,strict_14_with_grace_period,900.0,2108.0,NSW
Waterloo,151.2006882,-33.89716492,100.0,3,2,2,1.0,1.0,1.0,0.0,40.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,80.0,2017.0,NSW
Manly,151.2873937,-33.7957911,94.0,36,2,4,1.0,1.0,1.0,0.0,55.0,Apartment,Entire home/apt,205,1.0,0.0,strict_14_with_grace_period,240.0,2095,NSW
Bondi Beach,151.2754237,-33.88781981,100.0,2,7,2,1.0,1.0,1.0,900.0,95.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,106.0,2026,NSW
Dee Why,151.2957592,-33.75489092,,1,3,4,1.0,1.0,2.0,0.0,50.0,Apartment,Entire home/apt,8,0.0,0.0,flexible,179.0,2099.0,NSW
Maroubra,151.2390419,-33.94175122,,0,2,2,1.0,1.0,1.0,0.0,75.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,74.0,2035.0,NSW
Bondi Beach,151.2736877,-33.88955178,,0,3,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,100.0,2026,NSW
Bondi Beach,151.2724532,-33.89343145,100.0,24,2,2,1.0,1.0,1.0,149.0,0.0,Apartment,Entire home/apt,225,0.0,1.0,moderate,279.0,2026.0,NSW
Epping,151.0751717,-33.77033375,90.0,2,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,130.0,2121.0,NSW
North Narrabeen,151.3027507,-33.70250423,,0,5,7,1.5,3.0,4.0,0.0,0.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,350.0,2101,New South Wales
Surry Hills,151.2140563,-33.8826112,97.0,197,1,4,1.0,2.0,2.0,300.0,0.0,Apartment,Entire home/apt,2,0.0,1.0,moderate,185.0,2010,NSW
Pyrmont,151.1967296,-33.87311602,100.0,2,1,4,1.0,2.0,2.0,1000.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,200.0,2009,NSW
Surry Hills,151.2132186,-33.89058816,100.0,1,2,4,2.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,139.0,2010,NSW
Mosman,151.2393108,-33.83023649,,0,5,2,1.0,1.0,1.0,500.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,165.0,2088,NSW
Bondi Beach,151.2638225,-33.89226703,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,50.0,2026,NSW
Bondi Beach,151.2685395,-33.88955449,93.0,40,1,2,1.0,1.0,1.0,150.0,80.0,Guesthouse,Entire home/apt,164,0.0,1.0,strict_14_with_grace_period,76.0,2026,NSW
Darlinghurst,151.2147339,-33.87671667,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,60.0,2010,NSW
Canterbury,151.1230256,-33.90914735,96.0,94,1,2,2.0,1.0,1.0,0.0,40.0,House,Private room,202,1.0,1.0,strict_14_with_grace_period,63.0,2193,NSW
Bondi Beach,151.263572,-33.89149292,100.0,2,3,3,1.0,1.0,1.0,300.0,60.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,161.0,2026.0,NSW
Bondi Beach,151.2533849,-33.89449216,,0,3,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,flexible,70.0,2022.0,NSW
Ashfield,151.1308886,-33.88193646,,0,13,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,73.0,2131.0,NSW
Redfern,151.2143619,-33.89300142,90.0,27,2,1,1.0,1.0,1.0,0.0,40.0,Townhouse,Private room,319,0.0,0.0,moderate,49.0,2016,NSW
Kogarah,151.1307987,-33.96905455,98.0,25,1,2,1.0,1.0,1.0,150.0,30.0,House,Private room,39,1.0,1.0,strict_14_with_grace_period,59.0,2217,NSW
Manly,151.2846812,-33.80443044,100.0,11,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,332,0.0,0.0,flexible,150.0,2095,NSW
Redfern,151.2135027,-33.89660036,97.0,16,2,2,2.0,1.0,1.0,500.0,50.0,Apartment,Private room,293,1.0,1.0,strict_14_with_grace_period,100.0,2016,NSW
Newport,151.3070587,-33.6462834,,0,3,1,2.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,66.0,2106,NSW
Surry Hills,151.2118763,-33.88653899,95.0,8,4,4,1.0,2.0,2.0,0.0,60.0,Apartment,Entire home/apt,17,1.0,0.0,flexible,150.0,2010,NSW
Redfern,151.1999394,-33.89520442,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,199.0,2016,NSW
Bondi Beach,151.2647817,-33.88803079,,0,5,4,1.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,301.0,2026,NSW
Camperdown,151.1805644,-33.88467614,95.0,4,10,4,2.5,2.0,2.0,1000.0,150.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,281.0,2050,NSW
Emu Plains,150.6741419,-33.74686116,60.0,1,1,4,2.0,3.0,2.0,0.0,30.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,150.0,2750,NSW
Waterloo,151.2137853,-33.89962075,,0,1,2,1.0,1.0,1.0,2200.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,120.0,2017,NSW
Palm Beach,151.3168734,-33.60059796,,0,14,16,5.0,8.0,16.0,1500.0,500.0,House,Entire home/apt,357,0.0,0.0,flexible,3324.0,2108.0,NSW
Bondi Beach,151.2776251,-33.88790406,97.0,6,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,149.0,2026,NSW
Narrabeen,151.3019467,-33.70801416,100.0,3,2,2,1.0,1.0,1.0,0.0,50.0,Villa,Private room,365,1.0,1.0,flexible,120.0,2101,NSW
Campbelltown,150.7822689,-34.07188468,100.0,2,1,16,1.5,4.0,9.0,650.0,229.0,House,Entire home/apt,193,1.0,0.0,moderate,206.0,2560,NSW
Darlinghurst,151.217264,-33.87664292,95.0,259,1,2,1.0,1.0,1.0,200.0,99.0,Apartment,Entire home/apt,93,1.0,1.0,strict_14_with_grace_period,130.0,2010,NSW
Maroubra,151.2431283,-33.94832203,100.0,2,3,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,179,1.0,0.0,flexible,55.0,2035,NSW
Mascot,151.1904109,-33.92169524,100.0,3,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,65.0,2020.0,NSW
Chatswood,151.1782861,-33.79271751,75.0,8,2,8,2.0,4.0,5.0,300.0,30.0,House,Private room,361,0.0,0.0,moderate,70.0,2067.0,NSW
Cammeray,151.2109714,-33.82685179,98.0,13,2,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,220,1.0,0.0,flexible,90.0,2062,NSW
Waverley,151.2604254,-33.89857193,93.0,3,2,4,2.5,2.0,2.0,500.0,85.0,Apartment,Entire home/apt,0,1.0,1.0,moderate,180.0,2024.0,NSW
Zetland,151.2119802,-33.90522288,80.0,2,4,3,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,93.0,2017.0,NSW
Queenscliff,151.2879851,-33.78849247,98.0,15,5,4,1.0,2.0,0.0,0.0,100.0,Apartment,Entire home/apt,263,1.0,1.0,strict_14_with_grace_period,299.0,2096,NSW
Paddington,151.2267401,-33.8801955,100.0,2,5,2,2.0,1.0,1.0,500.0,50.0,House,Private room,90,1.0,0.0,strict_14_with_grace_period,50.0,2021,NSW
Drummoyne,151.150322,-33.84336928,97.0,35,1,2,1.0,1.0,1.0,0.0,10.0,Apartment,Private room,343,1.0,0.0,moderate,150.0,2047,NSW
Bondi Beach,151.2771509,-33.88486705,100.0,4,6,4,1.0,2.0,3.0,500.0,100.0,Apartment,Entire home/apt,173,1.0,0.0,strict_14_with_grace_period,250.0,2026,NSW
Greenwich,151.1898789,-33.82770847,,1,5,12,3.0,5.0,6.0,1000.0,250.0,House,Entire home/apt,124,1.0,0.0,strict_14_with_grace_period,1000.0,2065,NSW
Bondi Beach,151.2753698,-33.88877738,100.0,1,14,5,1.0,2.0,5.0,500.0,95.0,Apartment,Entire home/apt,64,1.0,0.0,strict_14_with_grace_period,98.0,2026.0,NSW
Birchgrove,151.179289,-33.84996953,91.0,15,3,11,4.0,5.0,5.0,1000.0,493.0,Villa,Entire home/apt,161,0.0,0.0,strict_14_with_grace_period,550.0,2041.0,NSW
Vaucluse,151.2792998,-33.86545541,,0,14,2,2.0,1.0,1.0,1200.0,50.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,91.0,2030.0,NSW
Bondi Beach,151.2748346,-33.88641651,,0,1,2,1.0,1.0,2.0,120.0,50.0,Apartment,Shared room,365,0.0,0.0,moderate,161.0,2026,NSW
Bondi Beach,151.2659853,-33.89019,100.0,1,7,8,3.0,4.0,4.0,1500.0,280.0,House,Entire home/apt,88,0.0,0.0,moderate,950.0,2026,NSW
Roseville,151.1755652,-33.78798773,100.0,2,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,2,1.0,0.0,flexible,60.0,2069,NSW
Wollstonecraft,151.1985447,-33.82797815,96.0,7,7,2,1.0,1.0,1.0,0.0,85.0,Apartment,Entire home/apt,110,1.0,0.0,moderate,130.0,2065,NSW
Manly,151.2945659,-33.80130935,96.0,5,1,2,1.0,1.0,1.0,500.0,70.0,Apartment,Entire home/apt,341,1.0,0.0,strict_14_with_grace_period,200.0,2095.0,NSW
Kingsford,151.2317759,-33.92575145,98.0,9,2,4,1.0,1.0,2.0,250.0,90.0,Apartment,Entire home/apt,160,0.0,0.0,moderate,150.0,2032.0,NSW
Roselands,151.0861235,-33.92612305,100.0,2,5,1,1.0,1.0,1.0,150.0,25.0,Apartment,Private room,0,0.0,0.0,moderate,41.0,2196,New South Wales
Dee Why,151.281587,-33.75512423,100.0,1,3,4,2.0,2.0,2.0,200.0,100.0,Apartment,Entire home/apt,177,1.0,0.0,strict_14_with_grace_period,250.0,2099.0,NSW
Tamarama,151.264706,-33.89912746,98.0,8,3,8,3.5,5.0,7.0,750.0,0.0,House,Entire home/apt,228,1.0,0.0,moderate,800.0,2026,NSW
Sydney,151.2035068,-33.87734038,90.0,4,1,5,1.0,1.0,4.0,0.0,50.0,Apartment,Entire home/apt,168,0.0,0.0,strict_14_with_grace_period,131.0,2000.0,NSW
Wentworth Point ,151.0783634,-33.82621961,87.0,28,2,6,1.0,2.0,3.0,0.0,189.0,Apartment,Entire home/apt,71,0.0,0.0,strict_14_with_grace_period,136.0,2127.0,NSW
Chatswood,151.1725259,-33.80118232,,0,4,5,3.0,4.0,4.0,500.0,150.0,House,Entire home/apt,0,0.0,0.0,moderate,120.0,2067,NSW
Bellevue Hill,151.2662935,-33.88635105,,1,7,2,1.0,1.0,1.0,500.0,50.0,Apartment,Entire home/apt,309,0.0,0.0,flexible,189.0,2023,NSW
Bondi Beach,151.2563535,-33.89466225,,0,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,flexible,451.0,2022.0,NSW
North Sydney,151.2100283,-33.83009472,100.0,2,5,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,12,0.0,0.0,strict_14_with_grace_period,55.0,2060.0,NSW
Bronte,151.2672493,-33.90106581,,0,7,2,1.0,1.0,1.0,1000.0,75.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,275.0,2024,NSW
Redfern,151.1980259,-33.88942749,97.0,8,2,6,1.0,2.0,2.0,200.0,0.0,House,Entire home/apt,8,1.0,0.0,strict_14_with_grace_period,125.0,2016.0,NSW
Bondi Beach,151.2838883,-33.88727501,79.0,16,2,3,1.0,1.0,1.0,500.0,110.0,Apartment,Entire home/apt,288,1.0,0.0,strict_14_with_grace_period,144.0,2026,NSW
Surry Hills,151.2159846,-33.88709254,99.0,37,3,2,1.0,1.0,1.0,750.0,150.0,Loft,Entire home/apt,334,0.0,0.0,moderate,250.0,2010,NSW
Granville,151.0049317,-33.82433103,90.0,6,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,1.0,0.0,moderate,40.0,2142.0,NSW
Sydney Olympic Park,151.0729004,-33.84921853,100.0,2,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,0.0,0.0,moderate,70.0,2127.0,NSW
Millers Point,151.2023203,-33.8570392,99.0,90,2,6,2.0,3.0,3.0,250.0,165.0,House,Entire home/apt,235,1.0,1.0,strict_14_with_grace_period,475.0,2000.0,NSW
Rozelle,151.1743085,-33.86388794,,1,7,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,flexible,200.0,2039.0,NSW
Coogee,151.253291,-33.91807365,98.0,9,10,4,1.0,2.0,2.0,350.0,59.0,Apartment,Entire home/apt,0,1.0,0.0,moderate,139.0,2034,NSW
Bronte,151.2677646,-33.90449614,60.0,1,5,5,2.0,2.0,3.0,1000.0,200.0,Apartment,Entire home/apt,80,1.0,0.0,strict_14_with_grace_period,478.0,2024,NSW
Manly,151.2867952,-33.79023752,,0,6,3,1.5,1.0,3.0,0.0,0.0,Apartment,Private room,97,0.0,0.0,strict_14_with_grace_period,100.0,2095,NSW
Bondi Beach,151.2592297,-33.89094665,,0,7,5,2.0,3.0,4.0,0.0,350.0,Apartment,Entire home/apt,357,1.0,0.0,strict_14_with_grace_period,225.0,2022,NSW
Manly,151.2792407,-33.79807326,,0,1,1,1.0,1.0,,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,60.0,2095,NSW
Rozelle,151.1706599,-33.86805017,96.0,5,2,4,1.0,2.0,2.0,0.0,70.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,179.0,2039,NSW
Double Bay,151.2454745,-33.87615274,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,365,1.0,0.0,flexible,70.0,2028.0,NSW
Randwick,151.2460087,-33.91587385,,1,2,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,55.0,2031,NSW
Newtown,151.1802558,-33.89500806,100.0,1,4,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,0.0,0.0,flexible,74.0,2042,NSW
Coogee,151.2503896,-33.92034635,81.0,18,5,4,1.0,2.0,3.0,140.0,100.0,Apartment,Entire home/apt,196,1.0,0.0,strict_14_with_grace_period,161.0,2034,NSW
Mosman,151.2458259,-33.8207799,93.0,4,2,2,1.0,1.0,1.0,300.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,70.0,2088,New South Wales
Narrabeen,151.2965792,-33.72251964,,0,3,2,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,74.0,2101,NSW
Redfern,151.2101303,-33.89133285,79.0,69,1,5,2.0,2.0,2.0,200.0,95.0,House,Entire home/apt,164,0.0,0.0,moderate,152.0,2016,NSW
Granville,151.0138278,-33.83430647,93.0,3,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,86,1.0,0.0,flexible,59.0,2142.0,NSW
Bondi Beach,151.2751415,-33.88699889,99.0,25,7,2,1.0,1.0,1.0,200.0,30.0,House,Private room,25,1.0,0.0,moderate,98.0,2026.0,NSW
Collaroy,151.2915553,-33.72512519,,0,14,8,3.0,4.0,8.0,1000.0,150.0,House,Entire home/apt,0,0.0,0.0,moderate,549.0,2097,NSW
Marsden Park,150.8097734,-33.6955563,99.0,20,2,2,1.0,1.0,1.0,135.0,20.0,House,Private room,63,0.0,1.0,moderate,45.0,2765.0,NSW
Kingsford,151.2286085,-33.91881508,,0,1,2,1.0,1.0,1.0,385.0,0.0,Apartment,Private room,0,0.0,0.0,strict_14_with_grace_period,50.0,2032,NSW
Bondi Beach,151.2690271,-33.8906014,100.0,1,7,5,1.0,3.0,4.0,500.0,99.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,150.0,2026,NSW
Bondi Beach,151.2669493,-33.89289513,100.0,1,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,150.0,2026,NSW
Eastgardens,151.2293076,-33.9500943,,0,1,3,1.0,1.0,1.0,500.0,100.0,House,Private room,365,0.0,0.0,strict_14_with_grace_period,90.0,2036,NSW
Auburn,151.0188363,-33.85296833,88.0,17,1,4,1.0,2.0,2.0,200.0,50.0,House,Entire home/apt,84,0.0,0.0,strict_14_with_grace_period,100.0,2144.0,NSW
Greenwich,151.1856961,-33.83707914,95.0,93,2,4,1.0,2.0,2.0,0.0,75.0,Apartment,Entire home/apt,306,1.0,1.0,flexible,175.0,2065,NSW
Bondi Beach,151.259751,-33.8921363,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,364,0.0,0.0,flexible,70.0,2026,NSW
Carnes Hill,150.8409006,-33.94313589,85.0,4,2,12,2.5,4.0,6.0,750.0,150.0,House,Entire home/apt,352,0.0,0.0,strict_14_with_grace_period,246.0,2171,NSW
Bondi Beach,151.2753241,-33.88797676,,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,1.0,0.0,flexible,85.0,2026.0,NSW
Potts Point,151.2244137,-33.87089381,88.0,14,3,2,1.0,1.0,1.0,762.0,100.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,149.0,2011,NSW
Enmore,151.1655159,-33.89940439,96.0,56,1,2,2.5,0.0,1.0,150.0,0.0,House,Entire home/apt,359,0.0,0.0,moderate,144.0,2042,NSW
Leichhardt,151.1561417,-33.88789055,100.0,1,7,6,2.0,3.0,3.0,500.0,250.0,House,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,250.0,2040.0,NSW
Rhodes,151.0918146,-33.82818722,91.0,7,1,8,3.0,4.0,4.0,0.0,100.0,Villa,Entire home/apt,22,0.0,1.0,strict_14_with_grace_period,410.0,2138.0,NSW
Surry Hills,151.2103942,-33.89094518,98.0,120,2,2,1.0,1.0,1.0,0.0,50.0,Guest suite,Entire home/apt,174,1.0,1.0,moderate,117.0,2010,NSW
Clovelly,151.2560897,-33.91161615,,0,7,4,1.0,2.0,2.0,1000.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,strict_14_with_grace_period,156.0,2031,NSW
Woolloomooloo,151.2202135,-33.87376597,97.0,113,3,6,2.5,3.0,3.0,500.0,150.0,House,Entire home/apt,298,1.0,1.0,moderate,397.0,2011,NSW
Hurstville,151.1091554,-33.95837329,100.0,1,2,1,2.0,1.0,1.0,150.0,0.0,Villa,Private room,90,1.0,0.0,strict_14_with_grace_period,45.0,2220,NSW
Frenchs Forest,151.2315115,-33.75251738,100.0,2,1,3,2.0,1.0,3.0,100.0,70.0,House,Private room,365,1.0,0.0,strict_14_with_grace_period,59.0,2086,NSW
Kellyville,150.9500276,-33.71161806,94.0,10,3,4,1.0,1.0,2.0,0.0,30.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,70.0,2155,NSW
Crows Nest,151.1994749,-33.82446174,80.0,1,8,2,1.0,1.0,1.0,400.0,50.0,Apartment,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,160.0,2065.0,NSW
Ultimo,151.1975199,-33.87949304,20.0,1,1,2,2.0,1.0,2.0,0.0,0.0,Apartment,Shared room,0,1.0,0.0,flexible,91.0,2007,NSW
Coogee,151.256222,-33.92282508,99.0,44,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,206,0.0,1.0,flexible,100.0,2034,NSW
Bondi Beach,151.2843063,-33.8850964,90.0,18,3,6,2.0,2.0,2.0,800.0,120.0,Apartment,Entire home/apt,11,1.0,0.0,moderate,299.0,2026,NSW
Waterloo,151.2123885,-33.89935899,98.0,13,1,1,1.0,1.0,1.0,0.0,15.0,Apartment,Private room,0,0.0,1.0,flexible,65.0,2017.0,NSW
Glebe,151.194576,-33.87456515,91.0,58,1,2,1.0,0.0,1.0,300.0,79.0,Apartment,Entire home/apt,192,0.0,0.0,strict_14_with_grace_period,140.0,2037.0,NSW
Surry Hills,151.2074465,-33.88717887,100.0,1,4,2,1.5,1.0,1.0,500.0,0.0,Apartment,Private room,0,1.0,0.0,strict_14_with_grace_period,110.0,2010,NSW
Kingsford,151.2336952,-33.93401354,100.0,1,14,6,3.0,3.0,3.0,500.0,120.0,House,Entire home/apt,0,1.0,0.0,strict_14_with_grace_period,395.0,2032.0,NSW
Sydney,151.2051204,-33.8705754,80.0,2,14,2,1.0,1.0,1.0,500.0,305.0,Apartment,Entire home/apt,275,0.0,0.0,strict_14_with_grace_period,179.0,2000,NSW
Woollahra,151.2490914,-33.88985894,97.0,121,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,149,1.0,0.0,moderate,140.0,2025,NSW
Kingsford,151.2275228,-33.92158445,80.0,1,180,1,1.0,1.0,1.0,900.0,50.0,Apartment,Private room,0,0.0,0.0,flexible,74.0,2032.0,NSW
Allambie Heights,151.2566654,-33.77662015,97.0,27,2,2,1.0,0.0,1.0,0.0,0.0,Bungalow,Entire home/apt,296,0.0,1.0,flexible,80.0,2100.0,NSW
North Manly,151.2751695,-33.77744612,100.0,1,7,6,1.5,3.0,4.0,0.0,115.0,House,Entire home/apt,173,1.0,0.0,strict_14_with_grace_period,299.0,2100,NSW
North Sydney,151.2089936,-33.83845716,94.0,61,2,2,1.0,1.0,1.0,549.0,59.0,Apartment,Entire home/apt,354,0.0,0.0,strict_14_with_grace_period,138.0,2060,NSW
Bondi Beach,151.2825967,-33.89097565,96.0,29,5,2,1.0,1.0,1.0,500.0,80.0,Apartment,Entire home/apt,87,0.0,1.0,strict_14_with_grace_period,179.0,2026,NSW
Ermington,151.054883,-33.82230926,99.0,39,1,5,2.0,2.0,4.0,200.0,80.0,Apartment,Entire home/apt,224,0.0,1.0,moderate,155.0,2115.0,NSW
Randwick,151.245377,-33.91480659,,0,2,1,1.0,1.0,1.0,150.0,0.0,Apartment,Private room,338,0.0,0.0,moderate,130.0,2031.0,NSW
Haymarket,151.2075358,-33.8798825,93.0,16,2,2,1.0,1.0,1.0,500.0,50.0,Apartment,Private room,355,0.0,0.0,moderate,237.0,2000.0,NSW
Scotland Island,151.2953009,-33.64080314,96.0,15,2,2,1.0,1.0,1.0,2000.0,180.0,Cabin,Entire home/apt,362,1.0,0.0,strict_14_with_grace_period,360.0,2105,NSW
Henley,151.1358836,-33.84180478,92.0,10,1,2,1.5,1.0,2.0,200.0,15.0,House,Private room,70,0.0,0.0,strict_14_with_grace_period,76.0,2111.0,NSW
McMahons Point,151.2046314,-33.84593231,95.0,6,3,2,1.0,0.0,1.0,0.0,30.0,Apartment,Entire home/apt,0,1.0,0.0,flexible,95.0,2060,NSW
Mosman,151.2477203,-33.82732332,100.0,2,4,4,2.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,0.0,0.0,flexible,300.0,2088.0,NSW
