city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode
Bondi Beach,151.2517534,-33.89225329,100.0,6,2,2,1.0,1.0,1.0,400.0,100.0,Apartment,Entire home/apt,40,f,f,moderate,117.0,2022
Bondi Beach,151.2624544,-33.89311844,60.0,2,2,2,1.0,1.0,2.0,150.0,30.0,Townhouse,Private room,86,f,f,flexible,120.0,2026
Bondi Beach,151.2711181,-33.8908082,100.0,2,3,2,1.0,1.0,1.0,500.0,0.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,70.0,2026
Bondi Beach,151.272079,-33.887041,40.0,2,3,2,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,41.0,2026
Bondi Beach,151.2807204,-33.89030197,91.0,26,1,2,1.0,1.0,1.0,150.0,0.0,Apartment,Private room,356,f,f,strict_14_with_grace_period,70.0,2026
Bondi Beach,151.2733222,-33.88990501,100.0,1,2,2,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,0,f,f,flexible,69.0,2026
Bondi Beach,151.2725289,-33.89435429,100.0,1,5,2,1.0,1.0,1.0,1000.0,300.0,Apartment,Entire home/apt,233,t,f,strict_14_with_grace_period,198.0,2026
Bondi Beach,151.2721815,-33.89428556,91.0,33,2,3,1.0,1.0,1.0,250.0,85.0,Apartment,Entire home/apt,313,f,f,moderate,150.0,2026
Bondi Beach,151.28142,-33.88980259,93.0,85,1,3,1.0,1.0,2.0,500.0,90.0,Apartment,Entire home/apt,88,t,t,strict_14_with_grace_period,198.0,2026
Bondi Beach,151.2677634,-33.88894315,98.0,26,1,2,1.0,1.0,1.0,160.0,90.0,House,Entire home/apt,110,f,t,moderate,150.0,2026
Bondi Beach,151.279054,-33.88841167,95.0,4,1,4,1.0,2.0,2.0,500.0,50.0,Apartment,Entire home/apt,2,t,f,moderate,220.0,2026
Bondi Beach,151.2734643,-33.89218255,90.0,2,1,2,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,166.0,2026
Bondi Beach,151.25245,-33.89202971,,0,7,1,1.0,1.0,1.0,300.0,50.0,Apartment,Private room,88,f,f,flexible,152.0,2022
Bondi Beach,151.2727381,-33.8977863,98.0,23,1,3,1.0,2.0,2.0,500.0,150.0,Apartment,Entire home/apt,108,f,f,strict_14_with_grace_period,144.0,2026
Bondi Beach,151.2838639,-33.89005255,98.0,11,2,6,1.0,2.0,4.0,300.0,130.0,Apartment,Entire home/apt,172,t,t,moderate,200.0,2026
Bondi Beach,151.2816109,-33.88496526,100.0,2,7,2,1.0,2.0,1.0,0.0,60.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.2641836,-33.8898407,97.0,115,3,2,1.0,1.0,1.0,0.0,0.0,House,Private room,357,f,t,moderate,90.0,2026
Bondi Beach,151.2788962,-33.88681888,,0,8,2,1.0,1.0,1.0,250.0,100.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,340.0,2026
Bondi Beach,151.2624971,-33.88979483,100.0,1,2,3,1.0,1.0,2.0,0.0,0.0,Apartment,Private room,0,t,f,flexible,55.0,2026
Bondi Beach,151.272472,-33.88874856,95.0,25,1,2,1.0,1.0,1.0,500.0,40.0,Apartment,Entire home/apt,0,t,f,moderate,140.0,2026
Bondi Beach,151.2715446,-33.88576821,85.0,4,7,5,2.0,2.0,4.0,0.0,130.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,170.0,2026
Bondi Beach,151.2719175,-33.88412638,,0,5,2,1.0,1.0,1.0,700.0,50.0,Apartment,Entire home/apt,362,t,f,strict_14_with_grace_period,250.0,2026
Bondi Beach,151.2592918,-33.89583691,100.0,2,15,6,1.0,3.0,3.0,0.0,0.0,Apartment,Entire home/apt,159,f,f,strict_14_with_grace_period,140.0,2026
Bondi Beach,151.2640993,-33.88949238,90.0,3,2,2,1.0,1.0,1.0,200.0,20.0,Apartment,Private room,11,f,f,strict_14_with_grace_period,55.0,2026
Bondi Beach,151.269427,-33.8863424,100.0,4,2,2,1.0,1.0,1.0,0.0,65.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,115.0,2026
Bondi Beach,151.2608917,-33.89272189,,0,1,2,1.0,1.0,1.0,750.0,75.0,Apartment,Entire home/apt,223,f,f,strict_14_with_grace_period,220.0,2026
Bondi Beach,151.2708024,-33.88890654,97.0,8,3,3,1.0,0.0,1.0,250.0,60.0,Apartment,Entire home/apt,32,f,f,strict_14_with_grace_period,90.0,2026
Bondi Beach,151.2623708,-33.88536832,93.0,3,2,2,1.5,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,89.0,2026
Bondi Beach,151.2711514,-33.89256677,100.0,2,2,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,130.0,2026
Bondi Beach,151.2742689,-33.88905867,,0,1,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,41.0,2026
Bondi Beach,151.2749457,-33.89172098,83.0,6,4,4,1.0,2.0,2.0,0.0,10.0,Apartment,Entire home/apt,0,f,f,flexible,100.0,2026
Bondi Beach,151.2714467,-33.89607083,,0,1,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,250.0,2026
Bondi Beach,151.279096,-33.89069481,90.0,4,5,3,1.0,1.0,2.0,300.0,50.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,222.0,2026
Bondi Beach,151.2815029,-33.88966747,95.0,27,2,2,1.0,0.0,1.0,400.0,99.0,Apartment,Entire home/apt,126,t,t,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.2690876,-33.89541322,100.0,1,3,2,1.0,1.0,1.0,1000.0,60.0,Apartment,Entire home/apt,83,t,f,moderate,299.0,2026
Bondi Beach,151.283388,-33.88439588,100.0,1,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,49.0,2026
Bondi Beach,151.2568392,-33.88971735,100.0,10,2,2,1.0,1.0,1.0,1000.0,200.0,House,Entire home/apt,300,t,f,moderate,220.0,2022
Bondi Beach,151.2706298,-33.89645155,100.0,8,2,2,1.0,0.0,1.0,0.0,15.0,Loft,Entire home/apt,0,t,f,moderate,124.0,2026
Bondi Beach,151.2614606,-33.89219033,87.0,3,4,6,1.0,2.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,170.0,2026
Bondi Beach,151.2737612,-33.88671011,90.0,2,3,3,1.0,2.0,2.0,0.0,40.0,Apartment,Entire home/apt,64,t,f,strict_14_with_grace_period,179.0,2026
Bondi Beach,151.2705326,-33.88863075,,0,2,3,1.0,1.0,1.0,300.0,35.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,195.0,2026
Bondi Beach,151.2845854,-33.89034621,100.0,1,1,2,1.0,1.0,1.0,0.0,50.0,Apartment,Private room,0,f,f,moderate,150.0,2026
Bondi Beach,151.2672856,-33.89081851,90.0,4,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,t,f,flexible,74.0,2026
Bondi Beach,151.2689354,-33.88641166,90.0,25,3,2,1.0,1.0,1.0,300.0,0.0,Apartment,Entire home/apt,310,t,f,strict_14_with_grace_period,111.0,2026
Bondi Beach,151.276339,-33.88359847,,0,7,1,1.0,1.0,1.0,0.0,0.0,Apartment,Shared room,0,f,f,flexible,66.0,2026
Bondi Beach,151.2811286,-33.8898209,,0,7,4,2.0,2.0,2.0,1500.0,200.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,390.0,2026
Bondi Beach,151.2778926,-33.88908861,94.0,115,2,3,1.0,1.0,2.0,300.0,40.0,Apartment,Entire home/apt,55,f,f,moderate,120.0,2026
Bondi Beach,151.2593494,-33.89027152,,0,1,2,2.0,3.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,50.0,2022
Bondi Beach,151.2726153,-33.88813758,100.0,12,2,2,1.0,0.0,1.0,0.0,110.0,Apartment,Entire home/apt,221,t,f,moderate,150.0,2026
Bondi Beach,151.2799101,-33.88821153,100.0,3,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,64,t,f,flexible,100.0,2026
Bondi Beach,151.2513039,-33.89422457,100.0,5,2,1,1.0,1.0,1.0,350.0,35.0,House,Private room,37,t,f,flexible,67.0,2022
Bondi Beach,151.2826712,-33.88956953,96.0,15,3,2,1.0,0.0,1.0,300.0,50.0,Apartment,Entire home/apt,49,t,f,moderate,174.0,2026
Bondi Beach,151.2538193,-33.89383867,,0,16,2,1.0,1.0,1.0,200.0,30.0,Apartment,Private room,0,t,f,flexible,69.0,2022
Bondi Beach,151.2427343,-33.89400957,86.0,18,2,2,1.0,1.0,1.0,150.0,30.0,House,Private room,29,t,f,moderate,58.0,2022
Bondi Beach,151.2739026,-33.88905218,96.0,12,2,2,1.0,1.0,1.0,180.0,49.0,Apartment,Private room,56,f,t,moderate,94.0,2026
Bondi Beach,151.2618118,-33.88997354,,0,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,60.0,2026
Bondi Beach,151.2721498,-33.89148594,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,95.0,2026
Bondi Beach,151.2756993,-33.88796791,94.0,7,3,4,2.0,2.0,3.0,500.0,120.0,Apartment,Entire home/apt,363,t,t,strict_14_with_grace_period,250.0,2026
Bondi Beach,151.2732914,-33.89719123,,0,6,4,1.0,2.0,2.0,0.0,60.0,Apartment,Entire home/apt,0,t,f,moderate,179.0,2026
Bondi Beach,151.2717375,-33.8882804,90.0,4,3,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,179,t,f,flexible,169.0,2026
Bondi Beach,151.2781314,-33.88738475,89.0,19,3,4,1.0,2.0,2.0,0.0,40.0,Apartment,Entire home/apt,0,t,f,moderate,150.0,2026
Bondi Beach,151.2736123,-33.89020593,,0,1,2,1.0,1.0,4.0,130.0,59.0,Apartment,Private room,90,f,f,moderate,76.0,2026
Bondi Beach,151.2843105,-33.88932957,100.0,1,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,moderate,99.0,2026
Bondi Beach,151.2631642,-33.89605403,,0,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,t,f,flexible,60.0,2026
Bondi Beach,151.2465546,-33.89361474,96.0,31,2,4,1.0,1.0,3.0,480.0,73.0,Apartment,Entire home/apt,175,f,t,strict_14_with_grace_period,150.0,2022
Bondi Beach,151.2782923,-33.89003438,60.0,1,3,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,77.0,2026
Bondi Beach,151.2780471,-33.88208758,,1,3,2,1.0,1.0,1.0,0.0,0.0,Townhouse,Private room,0,f,f,flexible,74.0,2026
Bondi Beach,151.2622884,-33.88984904,100.0,1,1,2,1.0,1.0,1.0,200.0,25.0,Apartment,Private room,0,t,f,moderate,74.0,2026
Bondi Beach,151.2791441,-33.88797179,,0,4,6,2.0,3.0,3.0,500.0,250.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.2851947,-33.89132703,,0,21,2,1.0,2.0,1.0,500.0,100.0,Apartment,Private room,309,t,f,strict_14_with_grace_period,220.0,2026
Bondi Beach,151.2699198,-33.88734191,93.0,4,5,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,74.0,2026
Bondi Beach,151.2798889,-33.88969549,92.0,13,3,4,1.0,1.0,2.0,400.0,149.0,Apartment,Entire home/apt,211,t,f,moderate,250.0,2026
Bondi Beach,151.2723222,-33.88826264,86.0,21,2,4,1.0,1.0,2.0,150.0,125.0,Apartment,Entire home/apt,176,t,f,strict_14_with_grace_period,142.0,2026
Bondi Beach,151.269604,-33.88889621,84.0,5,5,2,1.0,0.0,1.0,1000.0,150.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,160.0,2026
Bondi Beach,151.2768959,-33.88419706,100.0,3,3,2,1.0,1.0,1.0,0.0,60.0,Apartment,Private room,0,t,f,flexible,150.0,2026
Bondi Beach,151.2850349,-33.89052618,100.0,5,1,3,1.0,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,187,f,f,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.272234,-33.88874733,100.0,1,2,2,1.0,1.0,1.0,200.0,90.0,Apartment,Entire home/apt,2,f,f,strict_14_with_grace_period,179.0,2026
Bondi Beach,151.2693293,-33.88829644,80.0,1,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,45.0,2026
Bondi Beach,151.2743705,-33.89029524,,0,6,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,moderate,60.0,2026
Bondi Beach,151.2762375,-33.88479397,100.0,3,3,4,1.0,1.0,2.0,0.0,75.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.2743947,-33.89086181,84.0,5,38,4,1.0,2.0,2.0,950.0,100.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,250.0,2026
Bondi Beach,151.2707601,-33.88672716,100.0,2,2,6,2.0,3.0,3.0,0.0,50.0,Apartment,Entire home/apt,16,t,f,moderate,117.0,2026
Bondi Beach,151.270558,-33.88106847,,0,7,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,50.0,2026
Bondi Beach,151.2639305,-33.89619931,87.0,4,2,6,2.0,3.0,3.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,299.0,2026
Bondi Beach,151.2774446,-33.88699266,,0,2,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,89,t,f,moderate,179.0,2026
Bondi Beach,151.263837,-33.8895226,100.0,2,7,4,1.0,2.0,2.0,230.0,80.0,House,Entire home/apt,62,t,f,strict_14_with_grace_period,347.0,2026
Bondi Beach,151.2723548,-33.89340657,100.0,1,7,1,1.0,1.0,1.0,300.0,50.0,Apartment,Private room,69,t,f,moderate,69.0,2026
Bondi Beach,151.2597472,-33.89205836,,0,2,3,1.0,2.0,2.0,0.0,60.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,260.0,2026
Bondi Beach,151.2587643,-33.89000037,,0,4,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,t,t,strict_14_with_grace_period,260.0,2022
Bondi Beach,151.2635538,-33.89047295,,0,29,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,70.0,2026
Bondi Beach,151.2766763,-33.88744226,96.0,38,2,4,1.0,2.0,2.0,250.0,120.0,Apartment,Entire home/apt,165,f,f,moderate,0.0,2026
Bondi Beach,151.2660394,-33.88998507,91.0,9,4,5,1.0,3.0,5.0,800.0,150.0,House,Entire home/apt,144,t,f,strict_14_with_grace_period,210.0,2026
Bondi Beach,151.2725356,-33.89623691,,0,4,2,1.0,1.0,2.0,200.0,40.0,Apartment,Private room,0,t,f,moderate,35.0,2026
Bondi Beach,151.2655332,-33.89259402,86.0,11,5,4,1.0,2.0,2.0,150.0,100.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,275.0,2026
Bondi Beach,151.2673301,-33.88916282,,0,2,2,1.0,1.0,1.0,0.0,100.0,Townhouse,Private room,363,f,f,strict_14_with_grace_period,150.0,2026
Bondi Beach,151.2713121,-33.88602188,100.0,1,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,150.0,2026
Bondi Beach,151.2783074,-33.88881068,96.0,5,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,15,f,f,moderate,130.0,2026
Bondi Beach,151.2438181,-33.89055028,97.0,35,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,179,t,f,moderate,98.0,2022
Bondi Beach,151.273882,-33.89764315,,0,5,2,1.0,1.0,1.0,0.0,100.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,150.0,2026
Bondi Beach,151.2836029,-33.88952494,100.0,3,7,4,1.0,2.0,2.0,0.0,85.0,Apartment,Entire home/apt,0,t,f,flexible,120.0,2026
Bondi Beach,151.2680268,-33.89293786,95.0,4,2,4,1.0,2.0,2.0,800.0,150.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,250.0,2026
Bondi Beach,151.2704055,-33.88802986,93.0,228,2,2,1.0,1.0,1.0,500.0,65.0,Apartment,Entire home/apt,317,t,t,strict_14_with_grace_period,179.0,2026
Bondi Beach,151.2792422,-33.88743721,80.0,1,3,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,100.0,2026
Bondi Beach,151.2706503,-33.89584366,90.0,4,3,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,flexible,60.0,2026
Bondi Beach,151.2718076,-33.89606041,100.0,1,2,4,2.0,2.0,2.0,500.0,120.0,House,Entire home/apt,15,f,f,strict_14_with_grace_period,220.0,2026
Bondi Beach,151.2767325,-33.88933466,93.0,8,1,2,1.0,1.0,1.0,0.0,7.0,Apartment,Private room,0,f,f,flexible,83.0,2026
Bondi Beach,151.2834886,-33.88914085,80.0,3,1,4,1.0,1.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,299.0,2026
Bondi Beach,151.2765063,-33.88807062,,0,4,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,230.0,2026
Bondi Beach,151.2632536,-33.89384132,,0,2,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,340,f,f,flexible,150.0,2026
Bondi Beach,151.2750583,-33.88723346,93.0,3,2,2,1.0,1.0,1.0,0.0,45.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,91.0,2026
Bondi Beach,151.2546331,-33.89149577,,0,7,2,1.0,1.0,1.0,0.0,15.0,Townhouse,Private room,157,t,f,strict_14_with_grace_period,70.0,2022
Bondi Beach,151.2552485,-33.89018821,,0,3,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,111.0,2022
Bondi Beach,151.2445287,-33.8920079,94.0,31,2,6,1.0,3.0,4.0,0.0,0.0,Apartment,Entire home/apt,0,t,t,strict_14_with_grace_period,250.0,2022
Bondi Beach,151.2774387,-33.88425129,94.0,18,2,5,1.0,2.0,2.0,700.0,120.0,Apartment,Entire home/apt,14,t,f,strict_14_with_grace_period,196.0,2026
Bondi Beach,151.2669467,-33.89457694,100.0,1,2,2,1.0,1.0,1.0,500.0,30.0,Apartment,Private room,67,f,f,strict_14_with_grace_period,70.0,2026
Bondi Beach,151.2822939,-33.88567626,98.0,22,3,4,2.5,2.0,3.0,500.0,0.0,House,Entire home/apt,316,t,f,strict_14_with_grace_period,349.0,2026
Bondi Beach,151.2608866,-33.8909201,94.0,8,2,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,55.0,2026
Bondi Beach,151.2716753,-33.89126288,,0,3,5,1.0,2.0,2.0,0.0,20.0,Apartment,Entire home/apt,84,f,f,flexible,349.0,2026
Bondi Beach,151.2622126,-33.89117156,,0,1,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,300.0,2026
Bondi Beach,151.2720986,-33.8890975,80.0,3,2,4,1.0,2.0,2.0,0.0,50.0,Apartment,Entire home/apt,65,f,f,flexible,80.0,2026
Bondi Beach,151.2630025,-33.88924817,,0,5,4,2.0,3.0,3.0,0.0,80.0,Apartment,Entire home/apt,215,f,f,flexible,190.0,2026
Bondi Beach,151.2757013,-33.88910644,98.0,14,3,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,229.0,2026
Bondi Beach,151.2719963,-33.88818614,100.0,2,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,8,t,f,flexible,299.0,2026
Bondi Beach,151.2672803,-33.89130615,97.0,13,5,4,1.0,2.0,3.0,1353.0,0.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,298.0,2026
Bondi Beach,151.262561,-33.88813426,70.0,6,2,5,1.0,2.0,2.0,0.0,40.0,Apartment,Entire home/apt,0,f,f,flexible,300.0,2026
Bondi Beach,151.2707386,-33.89601236,100.0,1,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,flexible,55.0,2026
Bondi Beach,151.2613331,-33.89338749,93.0,19,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,59,t,f,moderate,63.0,2026
Bondi Beach,151.2835663,-33.88959735,98.0,37,1,2,1.0,1.0,1.0,0.0,19.0,Apartment,Private room,142,t,f,moderate,100.0,2026
Bondi Beach,151.2727785,-33.89514129,,0,3,2,1.0,0.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,130.0,2026
Bondi Beach,151.2762334,-33.88584642,100.0,1,1,2,1.0,1.0,1.0,0.0,10.0,Apartment,Shared room,0,f,f,flexible,55.0,2026
Bondi Beach,151.2614627,-33.89215964,89.0,8,2,4,1.0,2.0,2.0,0.0,30.0,Apartment,Entire home/apt,351,t,f,moderate,150.0,2026
Bondi Beach,151.2710485,-33.89032707,100.0,3,2,2,1.0,1.0,1.0,0.0,25.0,Apartment,Private room,0,f,f,moderate,50.0,2026
Bondi Beach,151.265386,-33.89733615,98.0,52,1,2,2.0,1.0,1.0,0.0,10.0,Apartment,Private room,162,t,t,moderate,100.0,2026
Bondi Beach,151.2617477,-33.89613826,100.0,2,2,2,1.0,1.0,2.0,0.0,0.0,Apartment,Private room,179,f,f,flexible,121.0,2026
Bondi Beach,151.2723864,-33.89378201,,0,7,4,1.0,2.0,2.0,1000.0,75.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,350.0,2026
Bondi Beach,151.2712461,-33.89180439,97.0,272,1,4,1.0,1.0,2.0,250.0,99.0,Apartment,Entire home/apt,317,t,t,moderate,224.0,2026
Bondi Beach,151.2750633,-33.88689007,96.0,37,3,5,1.0,2.0,2.0,500.0,110.0,Apartment,Entire home/apt,216,t,t,strict_14_with_grace_period,200.0,2026
Bondi Beach,151.2719825,-33.89374529,100.0,1,16,1,1.0,1.0,1.0,0.0,70.0,Apartment,Private room,0,f,f,moderate,41.0,2026
Bondi Beach,151.2761477,-33.88752208,98.0,8,2,6,1.0,2.0,4.0,500.0,185.0,Apartment,Entire home/apt,147,t,f,strict_14_with_grace_period,239.0,2026
Bondi Beach,151.284111,-33.89132613,,0,1,2,1.0,1.0,2.0,0.0,50.0,Apartment,Entire home/apt,0,t,f,moderate,91.0,2026
Bondi Beach,151.241139,-33.90007703,87.0,6,1,6,1.0,3.0,4.0,500.0,200.0,House,Entire home/apt,0,t,f,strict_14_with_grace_period,195.0,2022
Bondi Beach,151.2730139,-33.88561168,,0,3,2,1.0,1.0,,1000.0,50.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,195.0,2026
Bondi Beach,151.2718415,-33.88219512,,0,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,76.0,2026
Bondi Beach,151.2849384,-33.89043814,,0,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,moderate,83.0,2026
Bondi Beach,151.2694393,-33.89286792,,0,3,2,1.0,1.0,1.0,0.0,20.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,80.0,2026
Bondi Beach,151.2652257,-33.89379846,80.0,2,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,119.0,2026
Bondi Beach,151.259026,-33.89014851,100.0,3,1,5,2.0,2.0,3.0,0.0,50.0,Townhouse,Entire home/apt,81,f,f,flexible,325.0,2026
Bondi Beach,151.2783812,-33.88901951,100.0,7,2,5,1.0,2.0,2.0,0.0,195.0,Apartment,Entire home/apt,90,t,f,strict_14_with_grace_period,175.0,2026
Bondi Beach,151.2688797,-33.89077159,98.0,111,2,4,1.0,2.0,2.0,1000.0,130.0,Apartment,Entire home/apt,256,t,t,strict_14_with_grace_period,206.0,2026
Bondi Beach,151.2622902,-33.88889051,,0,4,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,flexible,47.0,2026
Bondi Beach,151.2441115,-33.89122225,90.0,4,1,1,1.0,1.0,1.0,150.0,40.0,House,Private room,0,t,f,flexible,80.0,2022
Bondi Beach,151.2702662,-33.88784427,,0,5,2,2.0,1.0,1.0,0.0,50.0,House,Private room,83,f,f,flexible,200.0,2026
Bondi Beach,151.2646907,-33.88873732,95.0,5,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,90,f,f,flexible,70.0,2026
Bondi Beach,151.2727728,-33.89404799,100.0,3,3,1,1.0,1.0,1.0,500.0,50.0,Apartment,Private room,83,t,f,strict_14_with_grace_period,98.0,2026
Bondi Beach,151.2708292,-33.89599614,100.0,4,1,2,2.0,1.0,1.0,0.0,15.0,Apartment,Private room,0,f,f,moderate,91.0,2026
Bondi Beach,151.2795843,-33.88495158,90.0,2,6,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,55.0,2026
Bondi Beach,151.2536026,-33.89207492,,0,3,3,1.0,2.0,1.0,400.0,110.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,180.0,2022
Bondi Beach,151.2729055,-33.88697097,100.0,1,4,2,1.0,1.0,1.0,0.0,60.0,Apartment,Entire home/apt,25,f,f,moderate,80.0,2026
Bondi Beach,151.2844371,-33.89250036,96.0,14,2,2,1.0,1.0,1.0,500.0,60.0,Apartment,Entire home/apt,197,f,t,flexible,150.0,2026
Bondi Beach,151.2716362,-33.88121184,100.0,1,4,2,1.0,1.0,1.0,150.0,120.0,Apartment,Entire home/apt,0,t,f,flexible,150.0,2026
Bondi Beach,151.2691958,-33.89572526,95.0,6,1,2,1.0,1.0,1.0,500.0,0.0,Apartment,Private room,0,t,f,moderate,74.0,2026
Bondi Beach,151.2700125,-33.88689954,89.0,7,3,2,1.0,1.0,1.0,0.0,50.0,Apartment,Private room,0,f,f,moderate,65.0,2026
Bondi Beach,151.2660565,-33.89026068,,0,7,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,150.0,2026
Bondi Beach,151.2536791,-33.89467883,100.0,4,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Shared room,178,f,f,flexible,27.0,2022
Bondi Beach,151.2773225,-33.88477735,100.0,5,1,2,1.0,1.0,1.0,0.0,20.0,House,Private room,3,f,f,flexible,94.0,2026
Bondi Beach,151.2429771,-33.89255406,,1,4,7,2.0,4.0,4.0,500.0,370.0,House,Entire home/apt,195,t,f,strict_14_with_grace_period,345.0,2022
Bondi Beach,151.27116,-33.89342727,,0,2,3,1.0,1.0,2.0,400.0,75.0,Apartment,Private room,20,,,strict_14_with_grace_period,47.0,2026
Bondi Beach,151.260193,-33.89092378,70.0,2,3,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,68.0,2026
Bondi Beach,151.2636906,-33.89200444,,0,4,2,1.5,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,89.0,2026
Bondi Beach,151.2607089,-33.89403744,,1,2,1,1.0,2.0,1.0,0.0,20.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,45.0,2026
Bondi Beach,151.2735176,-33.8860466,88.0,5,2,4,1.0,2.0,2.0,0.0,60.0,Apartment,Entire home/apt,62,t,f,strict_14_with_grace_period,169.0,2026
