city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,cancellation_policy,price,zipcode
Manly,151.2781537,-33.78887426,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,55.0,2095
Manly,151.2870573,-33.79574709,100.0,1,7,4,1.0,2.0,1.0,700.0,80.0,House,Entire home/apt,365,t,f,strict_14_with_grace_period,231.0,2095
Manly,151.2889905,-33.80253039,98.0,36,1,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,356,t,t,strict_14_with_grace_period,65.0,2095
Manly,151.2853976,-33.79306094,100.0,2,2,2,1.0,1.0,1.0,0.0,0.0,House,Private room,346,t,f,moderate,135.0,2095
Manly,151.2841175,-33.79484993,96.0,71,5,4,1.0,2.0,2.0,300.0,150.0,Apartment,Entire home/apt,222,t,t,strict_14_with_grace_period,260.0,2095
Manly,151.285188,-33.79646684,90.0,4,3,4,1.0,0.0,1.0,0.0,55.0,Apartment,Entire home/apt,56,t,f,strict_14_with_grace_period,190.0,2095
Manly,151.2871376,-33.79993098,97.0,13,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,29,t,f,flexible,87.0,2095
Manly,151.2782235,-33.79903235,99.0,78,4,2,1.0,1.0,1.0,200.0,150.0,Apartment,Entire home/apt,265,t,t,strict_14_with_grace_period,150.0,2095
Manly,151.2875164,-33.79485389,,0,4,4,1.0,2.0,3.0,0.0,95.0,Apartment,Entire home/apt,0,f,f,flexible,210.0,2095
Manly,151.2867393,-33.79134455,80.0,1,2,2,1.0,1.0,2.0,0.0,0.0,House,Private room,0,t,f,flexible,80.0,2095
Manly,151.2898898,-33.80001391,99.0,70,3,4,1.0,2.0,2.0,0.0,125.0,Apartment,Entire home/apt,168,t,t,strict_14_with_grace_period,250.0,2095
Manly,151.2851645,-33.78779647,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,7,f,f,flexible,76.0,2095
Manly,151.2861379,-33.79645031,87.0,13,1,3,1.0,0.0,2.0,300.0,50.0,Apartment,Entire home/apt,128,f,f,moderate,120.0,2095
Manly,151.2813435,-33.79621445,,0,1,1,1.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,230.0,2095
Manly,151.2872269,-33.80298195,88.0,7,3,4,1.0,2.0,4.0,500.0,100.0,Apartment,Entire home/apt,177,t,f,strict_14_with_grace_period,180.0,2095
Manly,151.2820528,-33.79302541,92.0,91,3,2,1.0,1.0,1.0,200.0,50.0,Guesthouse,Entire home/apt,361,f,f,strict_14_with_grace_period,135.0,2095
Manly,151.2881813,-33.80176077,,1,3,4,1.0,2.0,3.0,0.0,140.0,Apartment,Entire home/apt,0,f,f,flexible,309.0,2095
Manly,151.2863177,-33.79909935,100.0,1,7,2,1.0,1.0,1.0,0.0,20.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,90.0,2095
Manly,151.2853441,-33.79543806,98.0,8,3,2,1.0,1.0,1.0,500.0,80.0,Apartment,Entire home/apt,0,t,t,strict_14_with_grace_period,150.0,2095
Manly,151.287205,-33.79670529,91.0,9,2,4,1.0,1.0,2.0,500.0,100.0,Apartment,Entire home/apt,288,t,f,strict_14_with_grace_period,160.0,2095
Manly,151.287424,-33.79336591,100.0,3,2,4,1.0,1.0,1.0,400.0,100.0,Apartment,Entire home/apt,89,t,f,strict_14_with_grace_period,179.0,2095
Manly,151.2825537,-33.79484571,99.0,28,4,5,1.0,1.0,3.0,200.0,80.0,Cottage,Entire home/apt,195,f,t,moderate,196.0,2095
Manly,151.2825871,-33.78680313,94.0,7,1,2,1.5,1.0,2.0,0.0,42.0,House,Private room,196,f,f,flexible,85.0,2095
Manly,151.2838012,-33.80759577,94.0,50,7,3,1.0,2.0,2.0,300.0,0.0,Apartment,Entire home/apt,20,t,f,strict_14_with_grace_period,250.0,2095
Manly,151.2811674,-33.78480259,96.0,7,3,6,2.0,3.0,4.0,700.0,100.0,House,Entire home/apt,99,t,t,strict_14_with_grace_period,299.0,2095
Manly,151.2827924,-33.79627748,,1,1,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,250.0,2095
Manly,151.2847654,-33.79691576,,0,12,2,1.0,0.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,90.0,2095
Manly,151.286343,-33.79755189,96.0,9,2,2,1.0,1.0,1.0,0.0,60.0,Apartment,Entire home/apt,0,f,f,moderate,161.0,2095
Manly,151.2848472,-33.79491049,98.0,17,1,4,2.0,2.0,2.0,0.0,0.0,Townhouse,Entire home/apt,25,t,t,moderate,299.0,2095
Manly,151.289303,-33.80398149,92.0,18,3,2,1.0,1.0,1.0,0.0,50.0,Apartment,Private room,0,t,f,moderate,124.0,2095
Manly,151.2841711,-33.7976448,88.0,17,1,2,1.0,1.0,1.0,5000.0,25.0,Apartment,Private room,72,f,f,strict_14_with_grace_period,49.0,2095
Manly,151.2855585,-33.79799501,91.0,89,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,351,f,f,strict_14_with_grace_period,120.0,2095
Manly,151.2787462,-33.79819211,97.0,47,2,5,1.0,3.0,4.0,200.0,75.0,Apartment,Entire home/apt,256,f,t,strict_14_with_grace_period,199.0,2095
Manly,151.2882837,-33.80209543,100.0,4,2,4,1.0,1.0,1.0,0.0,75.0,Apartment,Entire home/apt,0,f,f,flexible,193.0,2095
Manly,151.2889173,-33.80582462,,0,1,2,1.0,1.0,1.0,0.0,0.0,House,Shared room,0,f,f,flexible,300.0,2095
Manly,151.2821726,-33.78650044,100.0,3,5,4,1.5,2.0,2.0,0.0,90.0,House,Entire home/apt,0,t,f,moderate,170.0,2095
Manly,151.2882675,-33.80199337,97.0,31,2,2,1.0,1.0,1.0,0.0,35.0,Apartment,Private room,82,t,t,strict_14_with_grace_period,88.0,2095
Manly,151.2858135,-33.79556063,83.0,7,3,2,1.0,1.0,1.0,500.0,165.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,150.0,2095
Manly,151.2858498,-33.79571343,98.0,60,2,4,1.0,2.0,3.0,350.0,65.0,Loft,Entire home/apt,92,t,f,strict_14_with_grace_period,152.0,2095
Manly,151.2812499,-33.79839982,,0,5,2,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,61,t,f,flexible,140.0,2095
Manly,151.2843389,-33.79046183,100.0,2,10,8,2.0,3.0,6.0,1000.0,150.0,House,Entire home/apt,0,t,f,strict_14_with_grace_period,350.0,2095
Manly,151.2849197,-33.7976248,97.0,53,2,3,1.0,0.0,2.0,400.0,0.0,Apartment,Entire home/apt,136,f,t,moderate,150.0,2095
Manly,151.2872012,-33.79079346,84.0,10,7,2,1.0,2.0,2.0,400.0,40.0,Apartment,Entire home/apt,202,t,f,moderate,140.0,2095
Manly,151.2838049,-33.79563252,100.0,3,7,2,2.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,83.0,2095
Manly,151.2940238,-33.80149011,73.0,9,1,5,1.0,2.0,2.0,200.0,60.0,Apartment,Entire home/apt,339,t,f,strict_14_with_grace_period,196.0,2095
Manly,151.2893002,-33.80665157,80.0,1,2,4,1.0,2.0,3.0,500.0,70.0,Apartment,Entire home/apt,0,f,f,flexible,150.0,2095
Manly,151.2825825,-33.79545029,,0,3,2,1.0,1.0,1.0,500.0,0.0,Apartment,Private room,0,f,f,flexible,100.0,2095
Manly,151.2853196,-33.79889015,,0,5,4,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,139.0,2095
Manly,151.2853741,-33.7976292,90.0,2,3,4,1.0,0.0,1.0,0.0,55.0,Apartment,Entire home/apt,267,t,f,strict_14_with_grace_period,210.0,2095
Manly,151.2846283,-33.79824321,92.0,5,6,4,2.0,2.0,2.0,200.0,75.0,Apartment,Entire home/apt,78,t,f,strict_14_with_grace_period,200.0,2095
Manly,151.2851058,-33.79966642,93.0,38,2,4,1.0,1.0,2.0,150.0,90.0,Apartment,Entire home/apt,157,f,f,strict_14_with_grace_period,180.0,2095
Manly,151.2870545,-33.79923295,,0,7,4,2.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,350.0,2095
Manly,151.28258,-33.79885071,,0,1,2,1.0,1.0,1.0,500.0,40.0,Apartment,Private room,0,t,f,flexible,60.0,2095
Manly,151.2887002,-33.80274857,,0,1,2,1.0,1.0,1.0,0.0,30.0,Apartment,Private room,0,f,f,flexible,144.0,2095
Manly,151.2834396,-33.78845074,,1,1,2,1.0,1.0,1.0,0.0,15.0,House,Entire home/apt,0,t,f,flexible,98.0,2095
Manly,151.2829673,-33.79332434,94.0,63,2,4,1.0,1.0,2.0,200.0,80.0,Apartment,Entire home/apt,312,f,f,strict_14_with_grace_period,175.0,2095
Manly,151.2849175,-33.79618921,98.0,85,2,2,1.0,1.0,1.0,300.0,60.0,Condominium,Entire home/apt,47,t,t,moderate,185.0,2095
Manly,151.2862118,-33.79408667,100.0,2,4,1,1.5,2.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,moderate,80.0,2095
Manly,151.2868115,-33.79742173,100.0,9,6,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,192,t,t,strict_14_with_grace_period,265.0,2095
Manly,151.2851955,-33.78880047,89.0,13,2,5,1.0,2.0,2.0,500.0,100.0,Apartment,Entire home/apt,49,t,f,strict_14_with_grace_period,326.0,2095
Manly,151.2868566,-33.79673622,97.0,23,3,4,1.0,1.0,2.0,500.0,50.0,Apartment,Entire home/apt,126,f,t,flexible,179.0,2095
Manly,151.2862506,-33.8048387,87.0,11,2,5,1.0,2.0,3.0,750.0,95.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,225.0,2095
Manly,151.2845353,-33.79903017,100.0,14,2,3,1.0,0.0,2.0,0.0,0.0,Apartment,Entire home/apt,43,t,t,strict_14_with_grace_period,145.0,2095
Manly,151.2769702,-33.79021335,100.0,2,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,2,f,f,flexible,45.0,2095
Manly,151.2926134,-33.80174939,100.0,12,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,228,f,f,moderate,285.0,2095
Manly,151.2845066,-33.79625767,,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,moderate,100.0,2095
Manly,151.2838465,-33.79780562,,0,4,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,42.0,2095
Manly,151.2859937,-33.79609092,89.0,30,3,2,1.0,1.0,1.0,0.0,90.0,Apartment,Entire home/apt,348,t,t,strict_14_with_grace_period,140.0,2095
Manly,151.289422,-33.79950858,96.0,5,7,4,1.0,2.0,3.0,1000.0,245.0,Apartment,Entire home/apt,89,t,f,super_strict_60,289.0,2095
Manly,151.2815291,-33.79001635,100.0,3,5,2,1.0,1.0,1.0,500.0,120.0,Apartment,Entire home/apt,275,f,f,moderate,200.0,2095
Manly,151.2833214,-33.79663944,100.0,3,3,4,1.0,2.0,2.0,250.0,80.0,Apartment,Entire home/apt,0,f,f,moderate,316.0,2095
Manly,151.2861323,-33.80271591,92.0,20,3,6,1.0,2.0,3.0,0.0,80.0,Apartment,Entire home/apt,155,t,f,strict_14_with_grace_period,200.0,2095
Manly,151.2872632,-33.80577917,99.0,36,2,2,1.0,1.0,1.0,0.0,100.0,Cabin,Entire home/apt,278,f,f,moderate,221.0,2095
Manly,151.2860062,-33.78669011,,0,5,3,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,80.0,2095
Manly,151.2841609,-33.79325843,94.0,7,3,3,1.0,2.0,2.0,170.0,30.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,179.0,2095
Manly,151.2855105,-33.795639,97.0,103,1,3,1.0,0.0,2.0,0.0,0.0,Apartment,Entire home/apt,173,t,t,strict_14_with_grace_period,130.0,2095
Manly,151.2837587,-33.79647193,100.0,1,2,4,1.0,1.0,2.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,189.0,2095
Manly,151.2869215,-33.79398022,,0,7,2,1.0,1.0,1.0,300.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,200.0,2095
Manly,151.2843027,-33.79720628,80.0,1,1,3,1.0,1.0,1.0,200.0,20.0,Apartment,Private room,0,f,f,flexible,49.0,2095
Manly,151.2835825,-33.79726603,,0,3,2,1.0,1.0,1.0,500.0,50.0,Apartment,Entire home/apt,0,t,f,moderate,150.0,2095
Manly,151.2873501,-33.80202857,93.0,3,7,3,1.0,1.0,1.0,750.0,50.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,115.0,2095
Manly,151.2821659,-33.79389393,80.0,1,7,4,1.0,1.0,2.0,500.0,75.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,221.0,2095
Manly,151.2869836,-33.79520156,83.0,7,3,4,1.0,1.0,1.0,0.0,55.0,Apartment,Entire home/apt,237,t,f,strict_14_with_grace_period,144.0,2095
Manly,151.2805342,-33.79347139,88.0,8,2,4,1.0,2.0,2.0,150.0,150.0,Apartment,Entire home/apt,122,f,f,strict_14_with_grace_period,179.0,2095
Manly,151.281315,-33.79281481,,0,1,2,1.0,1.0,1.0,0.0,50.0,Apartment,Private room,364,f,f,strict_14_with_grace_period,111.0,2095
Manly,151.2883776,-33.80717383,,0,4,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,51.0,2095
Manly,151.2925416,-33.80111924,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,70.0,2095
Manly,151.2872087,-33.78783464,80.0,1,3,4,1.5,2.0,2.0,500.0,80.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,300.0,2095
Manly,151.2878146,-33.80660203,100.0,5,1,2,1.0,4.0,1.0,300.0,30.0,House,Private room,176,f,f,strict_14_with_grace_period,69.0,2095
Manly,151.2846552,-33.79060671,,0,7,1,2.0,1.0,2.0,0.0,0.0,House,Private room,0,f,f,flexible,40.0,2095
Manly,151.2887174,-33.80076028,85.0,4,5,4,1.0,2.0,3.0,0.0,115.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,250.0,2095
Manly,151.2919703,-33.79929681,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,200.0,2095
Manly,151.2789847,-33.79937599,100.0,1,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,70.0,2095
Manly,151.2865138,-33.79702987,,0,14,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,flexible,71.0,2095
Manly,151.2820733,-33.78476238,60.0,1,3,2,1.0,1.0,1.0,350.0,40.0,House,Private room,90,t,t,strict_14_with_grace_period,105.0,2095
Manly,151.2885352,-33.79894089,,0,2,2,1.5,1.0,1.0,0.0,0.0,Loft,Entire home/apt,316,f,f,flexible,120.0,2095
Manly,151.2805423,-33.78637562,,0,5,2,1.0,1.0,1.0,350.0,40.0,House,Private room,128,t,t,strict_14_with_grace_period,80.0,2095
Manly,151.2791169,-33.79105694,90.0,2,3,4,1.0,2.0,2.0,500.0,80.0,House,Entire home/apt,179,f,f,strict_14_with_grace_period,281.0,2095
Manly,151.2875811,-33.78768391,97.0,90,2,2,2.0,1.0,1.0,200.0,0.0,Apartment,Private room,156,t,t,moderate,98.0,2095
Manly,151.2870692,-33.79930906,100.0,3,5,2,1.0,1.0,1.0,0.0,30.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,150.0,2095
Manly,151.2850802,-33.79929011,,0,3,2,1.0,1.0,1.0,0.0,66.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,260.0,2095
Manly,151.2823557,-33.79330773,96.0,38,2,7,2.0,3.0,4.0,0.0,100.0,Apartment,Entire home/apt,225,t,t,moderate,349.0,2095
Manly,151.28825,-33.79705794,88.0,27,3,3,1.0,2.0,2.0,0.0,0.0,Apartment,Entire home/apt,128,f,f,moderate,140.0,2095
Manly,151.2822596,-33.7944879,93.0,3,1,2,1.0,1.0,1.0,0.0,10.0,Apartment,Private room,0,t,f,flexible,70.0,2095
Manly,151.2867445,-33.80602742,90.0,56,2,4,1.0,1.0,2.0,200.0,126.0,Apartment,Entire home/apt,208,f,f,strict_14_with_grace_period,120.0,2095
Manly,151.2889752,-33.80144178,96.0,17,1,2,1.0,1.0,1.0,0.0,50.0,Apartment,Private room,178,f,t,flexible,57.0,2095
Manly,151.2867855,-33.79555669,,0,7,2,1.0,1.0,1.0,200.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,131.0,2095
Manly,151.2860435,-33.79350762,96.0,5,4,3,1.0,2.0,2.0,800.0,65.0,Apartment,Entire home/apt,0,t,t,strict_14_with_grace_period,150.0,2095
Surry Hills,151.2133758,-33.8851373,88.0,86,2,2,1.0,0.0,1.0,250.0,50.0,Apartment,Entire home/apt,250,t,f,strict_14_with_grace_period,130.0,2010
Surry Hills,151.2140456,-33.87933062,97.0,13,2,2,1.0,0.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,t,flexible,130.0,2010
Surry Hills,151.2166532,-33.88881174,98.0,19,9,2,1.0,1.0,1.0,999.0,149.0,Condominium,Entire home/apt,266,f,t,moderate,220.0,2010
Surry Hills,151.2137912,-33.87875053,100.0,1,7,2,1.0,1.0,1.0,500.0,201.0,Apartment,Entire home/apt,103,f,f,strict_14_with_grace_period,179.0,2010
Surry Hills,151.2098068,-33.88451627,,0,2,2,1.0,1.0,1.0,250.0,126.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,120.0,2010
Surry Hills,151.2072493,-33.8897682,,0,1,2,1.5,1.0,1.0,0.0,15.0,Apartment,Private room,0,t,f,flexible,65.0,2010
Surry Hills,151.2166989,-33.88904463,100.0,3,2,2,1.0,1.0,1.0,150.0,115.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,170.0,2010
Surry Hills,151.2174095,-33.88468529,60.0,1,4,2,1.0,0.0,1.0,0.0,0.0,Townhouse,Private room,0,f,f,flexible,65.0,2010
Surry Hills,151.2140359,-33.89127732,,0,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,362,f,f,flexible,59.0,2010
Surry Hills,151.2104992,-33.88206347,94.0,50,3,4,1.0,2.0,2.0,600.0,90.0,House,Entire home/apt,0,t,t,strict_14_with_grace_period,165.0,2010
Surry Hills,151.2093872,-33.88154321,85.0,11,3,4,1.0,1.0,2.0,250.0,170.0,Apartment,Entire home/apt,157,f,f,strict_14_with_grace_period,170.0,2010
Surry Hills,151.2122818,-33.87957978,100.0,6,7,2,1.0,1.0,1.0,500.0,203.0,Apartment,Entire home/apt,70,f,f,strict_14_with_grace_period,173.0,2010
Surry Hills,151.2154119,-33.88028972,80.0,2,1,2,1.5,1.0,1.0,0.0,50.0,Apartment,Private room,0,f,f,moderate,60.0,2010
Surry Hills,151.2143013,-33.88071135,90.0,2,2,2,2.0,1.0,1.0,0.0,0.0,House,Private room,0,t,f,moderate,120.0,2010
Surry Hills,151.2170373,-33.88637126,97.0,61,2,2,1.0,1.0,1.0,150.0,45.0,House,Private room,4,t,t,moderate,84.0,2010
Surry Hills,151.2144592,-33.88797514,94.0,18,2,4,1.0,2.0,2.0,500.0,75.0,House,Entire home/apt,174,t,f,strict_14_with_grace_period,299.0,2010
Surry Hills,151.2109078,-33.88486392,98.0,12,2,2,1.0,1.0,1.0,500.0,90.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,200.0,2010
Surry Hills,151.2117198,-33.87899177,100.0,1,45,2,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,f,f,strict_14_with_grace_period,99.0,2010
Surry Hills,151.2124722,-33.87933839,80.0,20,1,4,1.0,0.0,2.0,150.0,40.0,Other,Entire home/apt,66,f,f,moderate,115.0,2010
Surry Hills,151.2154851,-33.88381311,95.0,22,2,4,1.0,2.0,2.0,1000.0,125.0,Guest suite,Entire home/apt,323,f,f,strict_14_with_grace_period,299.0,2010
Surry Hills,151.2140471,-33.88031007,90.0,4,2,2,2.0,1.0,1.0,200.0,20.0,Townhouse,Private room,11,f,f,moderate,70.0,2010
Surry Hills,151.2144477,-33.88964129,97.0,115,2,2,1.0,1.0,1.0,400.0,19.0,Townhouse,Private room,73,t,t,moderate,84.0,2010
Surry Hills,151.2120912,-33.89079935,,0,5,1,1.0,1.0,1.0,0.0,50.0,House,Private room,0,t,f,flexible,99.0,2010
Surry Hills,151.2160979,-33.88394419,91.0,9,3,4,1.0,2.0,3.0,400.0,210.0,Apartment,Entire home/apt,146,f,f,strict_14_with_grace_period,299.0,2010
Surry Hills,151.2092781,-33.88857854,100.0,1,1,1,1.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,flexible,50.0,2010
Surry Hills,151.2168183,-33.88502502,97.0,67,2,1,1.0,1.0,1.0,0.0,7.0,Apartment,Private room,106,t,t,moderate,76.0,2010
Surry Hills,151.216939,-33.88251346,88.0,41,2,3,1.0,0.0,2.0,500.0,50.0,Apartment,Entire home/apt,0,t,f,moderate,104.0,2010
Surry Hills,151.2144515,-33.88045961,100.0,1,1,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,f,f,flexible,200.0,2010
Surry Hills,151.2091088,-33.88487425,91.0,86,2,5,2.0,2.0,2.0,250.0,50.0,Apartment,Entire home/apt,9,t,f,moderate,260.0,2010
Surry Hills,151.212386,-33.88540309,100.0,2,5,2,1.5,1.0,1.0,1000.0,200.0,Apartment,Entire home/apt,74,t,f,strict_14_with_grace_period,275.0,2010
Surry Hills,151.2128626,-33.88032017,80.0,1,7,2,1.0,1.0,1.0,200.0,69.0,Apartment,Entire home/apt,0,t,f,flexible,149.0,2010
Surry Hills,151.2131458,-33.88059293,96.0,77,2,2,1.5,1.0,1.0,300.0,80.0,House,Private room,103,t,t,strict_14_with_grace_period,94.0,2010
Surry Hills,151.2101555,-33.87924103,87.0,17,1,2,1.0,1.0,1.0,0.0,0.0,Bed and breakfast,Private room,365,f,f,strict_14_with_grace_period,130.0,2010
Surry Hills,151.2130073,-33.88065125,100.0,4,10,4,2.0,4.0,3.0,599.0,149.0,House,Entire home/apt,358,t,f,strict_14_with_grace_period,250.0,2010
Surry Hills,151.2119373,-33.88029332,100.0,1,3,2,1.0,0.0,1.0,0.0,25.0,Apartment,Entire home/apt,0,f,f,moderate,150.0,2010
Surry Hills,151.2083135,-33.88670154,93.0,15,2,2,1.5,1.0,1.0,200.0,7.0,Townhouse,Private room,0,t,t,flexible,68.0,2010
Surry Hills,151.2124072,-33.8840405,92.0,5,1,2,1.0,1.0,1.0,199.0,47.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,198.0,2010
Surry Hills,151.2155957,-33.8850008,90.0,2,1,1,1.0,1.0,1.0,0.0,50.0,Townhouse,Private room,312,t,f,moderate,76.0,2010
Surry Hills,151.2130559,-33.88754074,99.0,23,4,2,1.0,1.0,0.0,0.0,15.0,House,Private room,0,t,t,moderate,139.0,2010
Surry Hills,151.2090053,-33.88768969,,0,7,2,1.0,1.0,1.0,150.0,0.0,Apartment,Private room,0,t,f,strict_14_with_grace_period,100.0,2010
Surry Hills,151.2088215,-33.88664068,,0,6,2,1.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,356,f,f,strict_14_with_grace_period,175.0,2010
Surry Hills,151.2150126,-33.88153242,100.0,2,14,2,1.0,1.0,1.0,0.0,80.0,Loft,Entire home/apt,85,f,f,flexible,121.0,2010
Surry Hills,151.2091223,-33.8853002,91.0,46,1,3,1.0,1.0,2.0,750.0,75.0,Apartment,Entire home/apt,125,f,f,strict_14_with_grace_period,150.0,2010
Surry Hills,151.2061888,-33.88878089,100.0,2,3,2,1.0,2.0,1.0,500.0,50.0,Apartment,Private room,22,f,f,moderate,150.0,2010
Surry Hills,151.2122178,-33.88337352,85.0,4,1,1,2.5,1.0,1.0,0.0,0.0,House,Shared room,0,f,f,flexible,35.0,2010
Surry Hills,151.2124789,-33.88097782,90.0,2,3,2,1.0,1.0,1.0,600.0,50.0,Apartment,Entire home/apt,0,f,f,moderate,170.0,2010
Surry Hills,151.2151192,-33.87883176,100.0,2,7,2,1.0,1.0,1.0,2000.0,100.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,215.0,2010
Surry Hills,151.2132305,-33.88561203,89.0,15,2,2,1.0,0.0,1.0,0.0,34.0,Apartment,Entire home/apt,0,f,f,moderate,150.0,2010
Surry Hills,151.2121202,-33.88244946,97.0,7,1,11,1.0,3.0,6.0,0.0,90.0,House,Entire home/apt,0,t,f,strict_14_with_grace_period,295.0,2010
Surry Hills,151.2141272,-33.88733531,,0,1,4,1.0,2.0,2.0,0.0,0.0,Townhouse,Entire home/apt,0,t,f,flexible,225.0,2010
Surry Hills,151.2148708,-33.87879884,100.0,1,2,1,2.0,1.0,1.0,0.0,0.0,Apartment,Private room,0,t,f,moderate,170.0,2010
Surry Hills,151.2125141,-33.8810505,95.0,48,1,2,1.0,1.0,1.0,500.0,50.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,180.0,2010
Surry Hills,151.2132423,-33.88727589,99.0,52,2,2,1.0,1.0,1.0,400.0,60.0,Apartment,Entire home/apt,6,f,t,strict_14_with_grace_period,190.0,2010
Surry Hills,151.2156781,-33.88721266,,0,5,3,1.0,2.0,2.0,0.0,70.0,Apartment,Entire home/apt,0,t,f,strict_14_with_grace_period,300.0,2010
Surry Hills,151.2064855,-33.88406249,99.0,41,2,2,2.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,317,t,f,strict_14_with_grace_period,179.0,2010
Surry Hills,151.2133307,-33.88193221,94.0,75,2,3,1.0,1.0,2.0,150.0,60.0,Guesthouse,Entire home/apt,119,t,f,strict_14_with_grace_period,138.0,2010
Surry Hills,151.2133585,-33.87907854,,0,4,4,2.0,2.0,2.0,400.0,45.0,Apartment,Entire home/apt,0,t,f,moderate,295.0,2010
Surry Hills,151.2136586,-33.89068203,,0,1,1,2.0,1.0,1.0,200.0,0.0,Apartment,Shared room,0,f,f,strict_14_with_grace_period,46.0,2010
Surry Hills,151.2112586,-33.88610302,100.0,6,1,4,1.0,1.0,1.0,130.0,89.0,Apartment,Entire home/apt,0,f,f,strict_14_with_grace_period,150.0,2010
Surry Hills,151.213984,-33.88590375,,0,1,2,1.0,1.0,1.0,0.0,0.0,House,Private room,0,f,f,flexible,70.0,2010
Surry Hills,151.2084627,-33.88481029,93.0,6,5,2,1.0,1.0,1.0,1000.0,200.0,Apartment,Entire home/apt,89,t,f,strict_14_with_grace_period,270.0,2010
Surry Hills,151.2091571,-33.88480524,95.0,48,2,4,1.0,1.0,2.0,200.0,80.0,Loft,Entire home/apt,78,t,f,strict_14_with_grace_period,161.0,2010
Surry Hills,151.2111169,-33.88151274,100.0,13,2,2,1.0,1.0,1.0,0.0,40.0,Apartment,Entire home/apt,0,t,f,moderate,135.0,2010
Surry Hills,151.2084949,-33.88587179,100.0,3,2,2,1.0,1.0,1.0,0.0,0.0,Apartment,Entire home/apt,0,t,f,flexible,210.0,2010
Surry Hills,151.21623,-33.88061537,80.0,1,4,2,2.0,1.0,1.0,0.0,50.0,Apartment,Entire home/apt,0,f,f,moderate,119.0,2010
Surry Hills,151.2144562,-33.884627,,0,3,2,1.0,1.0,1.0,250.0,120.0,House,Entire home/apt,0,f,f,strict_14_with_grace_period,100.0,2010
